اسم العميل,رقم الهوية,رقم الوحدة,كود الوحدة,سعر الوحدة,نسبة الانجاز من الاستشاري الهندسي,جدول الدفعات,الدفعة 1 ,الدفعة 2 ,الدفعة3 ,الدفعة 4 ,الدفعة 5 ,الدفعة 6 ,الدفعة 7 ,مجموع الدفعات المستحقة ,مجموع الدفعات المدفوعة ,البنك,تاريخ عقد البيع ,POC,رقم عقد البيع ,Date
معتز سمير عبدالرحمن الحداد,9990000000253,833,02-04-0175-0000000833,3950000,0.9052,"15%, 15%, 15%, 15%, 15%, 15%, 10%","تم السداد 592,500.00","تم السداد 592,500.00","تم السداد 592,500.00","تم السداد 592,500.00","تم السداد 592,500.00","تم السداد 592,500.00",غير مستحقة,0,3555000,البنك الأهلي المصري,28/02/2025,0.9052,RA-2025-0074,29/3/2025
كريم سعيد نبيل عبدالسلام,9990000000270,784,02-04-0175-0000000784,3287500,0.8788,"10%, 15%, 15%, 20%, 15%, 15%, 10%","تم السداد 328,750.00","تم السداد 493,125.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,821875,البنك الأهلي المصري,02/01/2026,0.8788,RA-2026-0075,21/1/2026
نادر خالد إبراهيم المصري,9990000000165,884,02-04-0175-0000000884,3822500,0.9517,"10%, 15%, 15%, 20%, 15%, 15%, 10%","تم السداد 382,250.00","تم السداد 573,375.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,955625,البنك الأهلي المصري,25/03/2026,0.9517,RA-2026-0076,30/4/2026
إسلام خالد فؤاد عبدالرازق,9990000000183,535,02-04-0175-0000000535,6242500,0.8537,"20%, 15%, 15%, 15%, 15%, 10%, 10%","تم السداد 1,248,500.00","تم السداد 936,375.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2184875,البنك الأهلي المصري,30/12/2025,0.8537,RA-2025-0077,20/1/2026
حازم حمدي صبري منصور,9990000000381,676,02-04-0175-0000000676,3950000,0.9289,"10%, 15%, 15%, 20%, 15%, 15%, 10%","تم السداد 395,000.00","تم السداد 592,500.00","تم السداد 592,500.00","تم السداد 790,000.00",غير مستحقة,غير مستحقة,غير مستحقة,0,2370000,البنك الأهلي المصري,17/05/2025,0.9289,RA-2025-0078,31/5/2025
باسم عبدالرحمن عادل السوهاجي,9990000000197,573,02-04-0175-0000000573,3250000,0.9163,"10%, 15%, 15%, 20%, 15%, 15%, 10%","تم السداد 325,000.00","تم السداد 487,500.00","تم السداد 487,500.00","تم السداد 650,000.00",غير مستحقة,غير مستحقة,غير مستحقة,0,1950000,البنك الأهلي المصري,09/04/2025,0.9163,RA-2025-0079,4/5/2025
طارق علي مصطفى عبدالحميد,9990000000138,641,02-04-0175-0000000641,6512500,0.8895,"15%, 10%, 15%, 20%, 15%, 15%, 10%","تم السداد 976,875.00","تم السداد 651,250.00","تم السداد 976,875.00","تم السداد 1,302,500.00","تم السداد 976,875.00",غير مستحقة,غير مستحقة,0,4884375,البنك الأهلي المصري,13/05/2025,0.8895,RA-2025-0080,17/6/2025
عبدالرحمن سعيد فاروق القناوي,9990000000269,802,02-04-0175-0000000802,6782500,0.9761,"10%, 15%, 15%, 20%, 15%, 15%, 10%","تم السداد 678,250.00","تم السداد 1,017,375.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1695625,البنك الأهلي المصري,10/10/2025,0.9761,RA-2025-0081,6/11/2025
حسن ناجي رمضان حجازي,9990000000391,523,02-04-0175-0000000523,3317500,0.9416,"10%, 15%, 15%, 20%, 15%, 15%, 10%","تم السداد 331,750.00","تم السداد 497,625.00","تم السداد 497,625.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1327000,البنك الأهلي المصري,04/10/2025,0.9416,RA-2025-0082,15/10/2025
أحمد مراد مصطفى فهمي,9990000000422,907,02-04-0175-0000000907,6232500,0.8361,"10%, 15%, 15%, 20%, 15%, 15%, 10%","تم السداد 623,250.00","تم السداد 934,875.00","تم السداد 934,875.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2493000,البنك الأهلي المصري,01/07/2025,0.8361,RA-2025-0083,21/7/2025
حسين حسام نبيل البدري,9990000000054,878,02-04-0175-0000000878,5792500,0.9826,"20%, 15%, 15%, 15%, 15%, 10%, 10%","تم السداد 1,158,500.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1158500,البنك الأهلي المصري,28/06/2026,0.9826,RA-2026-0084,16/7/2026
رنا فاروق رجب لطفي,9990000000406,705,02-04-0175-0000000705,4292500,0.8461,"20%, 15%, 15%, 15%, 15%, 10%, 10%","تم السداد 858,500.00","تم السداد 643,875.00","تم السداد 643,875.00","تم السداد 643,875.00","تم السداد 643,875.00",غير مستحقة,غير مستحقة,0,3434000,البنك الأهلي المصري,21/01/2025,0.8461,RA-2025-0085,23/2/2025
فادي أحمد حسام مبارك,9990000000216,934,02-04-0175-0000000934,4957500,0.9558,"15%, 10%, 15%, 20%, 15%, 15%, 10%","تم السداد 743,625.00","تم السداد 495,750.00","تم السداد 743,625.00","تم السداد 991,500.00",غير مستحقة,غير مستحقة,غير مستحقة,0,2974500,البنك الأهلي المصري,30/06/2025,0.9558,RA-2025-0086,18/7/2025
سامح حسن محمود فوزي,9990000000344,831,02-04-0175-0000000831,4412500,0.8867,"20%, 15%, 15%, 15%, 15%, 10%, 10%","تم السداد 882,500.00","تم السداد 661,875.00","تم السداد 661,875.00","تم السداد 661,875.00",غير مستحقة,غير مستحقة,غير مستحقة,0,2868125,البنك الأهلي المصري,16/04/2025,0.8867,RA-2025-0087,2/5/2025
ياسمين حسام جمال لطفي,9990000000033,842,02-04-0175-0000000842,6725000,0.8723,"15%, 10%, 15%, 20%, 15%, 15%, 10%","تم السداد 1,008,750.00","تم السداد 672,500.00","تم السداد 1,008,750.00","تم السداد 1,345,000.00",غير مستحقة,غير مستحقة,غير مستحقة,0,4035000,البنك الأهلي المصري,29/03/2025,0.8723,RA-2025-0088,11/4/2025
ياسين خالد سليمان الجمل,9990000000098,938,02-04-0175-0000000938,6292500,0.8662,"20%, 15%, 15%, 15%, 15%, 10%, 10%","تم السداد 1,258,500.00","تم السداد 943,875.00","943,875.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,943875,2202375,البنك الأهلي المصري,24/01/2026,0.8662,RA-2026-0089,8/2/2026
مروان أحمد علي عبدالحميد,9990000000157,563,02-04-0175-0000000563,5392500,0.9669,"15%, 10%, 15%, 20%, 15%, 15%, 10%","تم السداد 808,875.00","تم السداد 539,250.00","تم السداد 808,875.00","تم السداد 1,078,500.00","تم السداد 808,875.00","تم السداد 808,875.00","539,250.00",539250,4853250,البنك الأهلي المصري,23/01/2025,0.9669,RA-2025-0090,27/2/2025
ياسمين ناجي حسن حبيب,9990000000293,601,02-04-0175-0000000601,6562500,0.8414,"20%, 15%, 15%, 15%, 15%, 10%, 10%","تم السداد 1,312,500.00","تم السداد 984,375.00","تم السداد 984,375.00","تم السداد 984,375.00",غير مستحقة,غير مستحقة,غير مستحقة,0,4265625,البنك الأهلي المصري,16/04/2025,0.8414,RA-2025-0091,14/5/2025
عبدالرحمن طارق عادل الدمرداش,9990000000375,708,02-04-0175-0000000708,5062500,0.9223,"15%, 15%, 15%, 15%, 15%, 15%, 10%","تم السداد 759,375.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,759375,البنك الأهلي المصري,23/01/2026,0.9223,RA-2026-0092,18/2/2026
طارق صلاح جمال فوزي,9990000000286,832,02-04-0175-0000000832,4172500,0.9369,"10%, 15%, 15%, 20%, 15%, 15%, 10%","تم السداد 417,250.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,417250,البنك الأهلي المصري,06/02/2026,0.9369,RA-2026-0093,13/2/2026
سامي مراد سليمان شحاتة,9990000000195,541,02-04-0175-0000000541,5287500,0.874,"15%, 15%, 15%, 15%, 15%, 15%, 10%","تم السداد 793,125.00","تم السداد 793,125.00","تم السداد 793,125.00","تم السداد 793,125.00","تم السداد 793,125.00",غير مستحقة,غير مستحقة,0,3965625,البنك الأهلي المصري,02/07/2025,0.874,RA-2025-0094,25/7/2025
وائل صلاح كمال المرسي,9990000000111,504,02-04-0175-0000000504,6062500,0.9084,"15%, 15%, 15%, 15%, 15%, 15%, 10%","تم السداد 909,375.00","تم السداد 909,375.00","تم السداد 909,375.00","تم السداد 909,375.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3637500,البنك الأهلي المصري,16/04/2025,0.9084,RA-2025-0095,29/4/2025
علاء عادل حسام خليل,9990000000310,754,02-04-0175-0000000754,5412500,0.8932,"15%, 10%, 15%, 20%, 15%, 15%, 10%","تم السداد 811,875.00","تم السداد 541,250.00","تم السداد 811,875.00","تم السداد 1,082,500.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3247500,البنك الأهلي المصري,13/07/2025,0.8932,RA-2025-0096,3/8/2025
طارق عبدالله سمير الطنطاوي,9990000000070,672,02-04-0175-0000000672,5267500,0.8791,"20%, 15%, 15%, 15%, 15%, 10%, 10%","تم السداد 1,053,500.00","تم السداد 790,125.00","تم السداد 790,125.00","790,125.00",غير مستحقة,غير مستحقة,غير مستحقة,790125,2633750,البنك الأهلي المصري,23/08/2025,0.8791,RA-2025-0097,11/9/2025
وائل نبيل علي سليمان,9990000000162,735,02-04-0175-0000000735,5167500,0.9734,"15%, 10%, 15%, 20%, 15%, 15%, 10%","تم السداد 775,125.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,775125,البنك الأهلي المصري,01/02/2026,0.9734,RA-2026-0098,8/3/2026
عمر علي صبري الشربيني,9990000000151,892,02-04-0175-0000000892,5750000,0.9177,"20%, 15%, 15%, 15%, 15%, 10%, 10%","تم السداد 1,150,000.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1150000,البنك الأهلي المصري,12/10/2025,0.9177,RA-2025-0099,4/11/2025
مروان سليمان صبري شاكر,9990000000387,698,02-04-0175-0000000698,5550000,0.8736,"15%, 15%, 15%, 15%, 15%, 15%, 10%","تم السداد 832,500.00","تم السداد 832,500.00","تم السداد 832,500.00","تم السداد 832,500.00","832,500.00",غير مستحقة,غير مستحقة,832500,3330000,البنك الأهلي المصري,26/03/2025,0.8736,RA-2025-0100,1/5/2025
حازم أمين سليمان الشربيني,9990000000135,889,02-04-0175-0000000889,4550000,0.9383,"20%, 15%, 15%, 15%, 15%, 10%, 10%","تم السداد 910,000.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,910000,البنك الأهلي المصري,23/02/2026,0.9383,RA-2026-0101,21/3/2026
محمد سليمان فؤاد عوض,9990000000133,919,02-04-0175-0000000919,5387500,0.9824,"20%, 15%, 15%, 15%, 15%, 10%, 10%","تم السداد 1,077,500.00","تم السداد 808,125.00","تم السداد 808,125.00","تم السداد 808,125.00","تم السداد 808,125.00",غير مستحقة,غير مستحقة,0,4310000,البنك الأهلي المصري,31/03/2025,0.9824,RA-2025-0102,29/4/2025
نادر طارق إسماعيل صبري,9990000000372,902,02-04-0175-0000000902,6312500,0.9888,"10%, 15%, 15%, 20%, 15%, 15%, 10%","تم السداد 631,250.00","تم السداد 946,875.00","تم السداد 946,875.00","تم السداد 1,262,500.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3787500,البنك الأهلي المصري,05/06/2025,0.9888,RA-2025-0103,8/7/2025
مارينا أحمد فتحي أمين,9990000000047,903,02-04-0175-0000000903,6637500,0.9711,"15%, 15%, 15%, 15%, 15%, 15%, 10%","تم السداد 995,625.00","تم السداد 995,625.00","تم السداد 995,625.00","تم السداد 995,625.00","تم السداد 995,625.00","تم السداد 995,625.00","663,750.00",663750,5973750,البنك الأهلي المصري,14/03/2025,0.9711,RA-2025-0104,8/4/2025
ياسمين أمين طارق منصور,9990000000204,566,02-04-0175-0000000566,3300000,0.8842,"15%, 10%, 15%, 20%, 15%, 15%, 10%","تم السداد 495,000.00","تم السداد 330,000.00","تم السداد 495,000.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1320000,البنك الأهلي المصري,26/09/2025,0.8842,RA-2025-0105,26/10/2025
ماجد مراد سليمان عبدالحميد,9990000000248,721,02-04-0175-0000000721,5667500,0.9262,"15%, 15%, 15%, 15%, 15%, 15%, 10%","تم السداد 850,125.00","تم السداد 850,125.00","تم السداد 850,125.00","تم السداد 850,125.00","تم السداد 850,125.00",غير مستحقة,غير مستحقة,0,4250625,البنك الأهلي المصري,22/03/2025,0.9262,RA-2025-0106,12/4/2025
مايكل إسماعيل سعيد أمين,9990000000424,871,02-04-0175-0000000871,3850000,0.9691,"10%, 15%, 15%, 20%, 15%, 15%, 10%","تم السداد 385,000.00","577,500.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,577500,385000,البنك الأهلي المصري,25/04/2026,0.9691,RA-2026-0107,16/5/2026
إبراهيم إسماعيل خالد الحداد,9990000000207,718,02-04-0175-0000000718,6762500,0.8362,"10%, 15%, 15%, 20%, 15%, 15%, 10%","تم السداد 676,250.00","تم السداد 1,014,375.00","1,014,375.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,1014375,1690625,البنك الأهلي المصري,09/08/2025,0.8362,RA-2025-0108,30/8/2025
حسين مراد فتحي عبدالهادي,9990000000222,727,02-04-0175-0000000727,3800000,0.8612,"10%, 15%, 15%, 20%, 15%, 15%, 10%","تم السداد 380,000.00","تم السداد 570,000.00","تم السداد 570,000.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1520000,البنك الأهلي المصري,10/08/2025,0.8612,RA-2025-0109,2/9/2025
نادر محمود كمال عبدالهادي,9990000000379,551,02-04-0175-0000000551,5007500,0.9159,"10%, 15%, 15%, 20%, 15%, 15%, 10%","تم السداد 500,750.00","تم السداد 751,125.00","تم السداد 751,125.00","1,001,500.00",غير مستحقة,غير مستحقة,غير مستحقة,1001500,2003000,البنك الأهلي المصري,07/05/2025,0.9159,RA-2025-0110,5/6/2025
مروان مصطفى فتحي النحاس,9990000000322,896,02-04-0175-0000000896,4000000,0.9499,"15%, 10%, 15%, 20%, 15%, 15%, 10%","تم السداد 600,000.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,600000,البنك الأهلي المصري,07/01/2026,0.9499,RA-2026-0111,30/1/2026
منة محمد جمال حجازي,9990000000243,520,02-04-0175-0000000520,4342500,0.9814,"10%, 15%, 15%, 20%, 15%, 15%, 10%","تم السداد 434,250.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,434250,البنك الأهلي المصري,14/06/2026,0.9814,RA-2026-0112,1/7/2026
عمرو إسماعيل حسن القناوي,9990000000169,935,02-04-0175-0000000935,3175000,0.981,"10%, 15%, 15%, 20%, 15%, 15%, 10%","تم السداد 317,500.00","تم السداد 476,250.00","تم السداد 476,250.00","تم السداد 635,000.00","تم السداد 476,250.00",غير مستحقة,غير مستحقة,0,2381250,البنك الأهلي المصري,12/03/2025,0.981,RA-2025-0113,23/3/2025
هشام شوقي حمدي عبدالحليم,9990000000235,783,02-04-0175-0000000783,3462500,0.9289,"10%, 15%, 15%, 20%, 15%, 15%, 10%","تم السداد 346,250.00","تم السداد 519,375.00","تم السداد 519,375.00","تم السداد 692,500.00","تم السداد 519,375.00",غير مستحقة,غير مستحقة,0,2596875,البنك الأهلي المصري,19/06/2025,0.9289,RA-2025-0114,13/7/2025
نادر علي عادل عبدالفتاح,9990000000399,757,02-04-0175-0000000757,5832500,0.8732,"10%, 15%, 15%, 20%, 15%, 15%, 10%","تم السداد 583,250.00","تم السداد 874,875.00","تم السداد 874,875.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2333000,البنك الأهلي المصري,15/05/2025,0.8732,RA-2025-0115,18/6/2025
نبيل إبراهيم جمال صادق,9990000000083,677,02-04-0175-0000000677,3742500,0.9916,"15%, 15%, 15%, 15%, 15%, 15%, 10%","تم السداد 561,375.00","تم السداد 561,375.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1122750,البنك الأهلي المصري,05/11/2025,0.9916,RA-2025-0116,27/11/2025
منة أحمد شوقي البدري,9990000000145,701,02-04-0175-0000000701,5292500,0.8637,"15%, 10%, 15%, 20%, 15%, 15%, 10%","تم السداد 793,875.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,793875,البنك الأهلي المصري,05/03/2026,0.8637,RA-2026-0117,8/4/2026
رامز عادل صلاح الرفاعي,9990000000366,821,02-04-0175-0000000821,4347500,0.9186,"10%, 15%, 15%, 20%, 15%, 15%, 10%","تم السداد 434,750.00","تم السداد 652,125.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1086875,البنك الأهلي المصري,07/12/2025,0.9186,RA-2025-0118,15/1/2026
وائل أمين عادل الحداد,9990000000397,519,02-04-0175-0000000519,5932500,0.8597,"10%, 15%, 15%, 20%, 15%, 15%, 10%","تم السداد 593,250.00","889,875.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,889875,593250,البنك الأهلي المصري,15/05/2026,0.8597,RA-2026-0119,27/6/2026
دعاء مراد فؤاد الكومي,9990000000277,814,02-04-0175-0000000814,3832500,0.955,"10%, 15%, 15%, 20%, 15%, 15%, 10%","تم السداد 383,250.00","تم السداد 574,875.00","تم السداد 574,875.00","تم السداد 766,500.00","تم السداد 574,875.00","تم السداد 574,875.00",غير مستحقة,0,3449250,البنك الأهلي المصري,08/03/2025,0.955,RA-2025-0120,22/3/2025
مصطفى إسماعيل محمود شحاتة,9990000000214,797,02-04-0175-0000000797,6575000,0.9044,"15%, 15%, 15%, 15%, 15%, 15%, 10%","تم السداد 986,250.00","تم السداد 986,250.00","تم السداد 986,250.00","تم السداد 986,250.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3945000,البنك الأهلي المصري,06/02/2025,0.9044,RA-2025-0121,6/3/2025
جورج نبيل مراد عوض,9990000000102,602,02-04-0175-0000000602,3597500,0.8761,"15%, 10%, 15%, 20%, 15%, 15%, 10%","تم السداد 539,625.00","تم السداد 359,750.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,899375,البنك الأهلي المصري,26/01/2026,0.8761,RA-2026-0122,27/2/2026
مروان سعيد عبدالله سالم,9990000000362,772,02-04-0175-0000000772,5982500,0.8754,"15%, 10%, 15%, 20%, 15%, 15%, 10%","تم السداد 897,375.00","تم السداد 598,250.00","تم السداد 897,375.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2393000,البنك الأهلي المصري,26/09/2025,0.8754,RA-2025-0123,31/10/2025
عبدالله رمضان علي جابر,9990000000146,516,02-04-0175-0000000516,5532500,0.912,"15%, 15%, 15%, 15%, 15%, 15%, 10%","تم السداد 829,875.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,829875,البنك الأهلي المصري,12/07/2026,0.912,RA-2026-0124,12/8/2026
جورج فؤاد عبدالرحمن الشربيني,9990000000448,717,02-04-0175-0000000717,4437500,0.8891,"15%, 15%, 15%, 15%, 15%, 15%, 10%","تم السداد 665,625.00","665,625.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,665625,665625,البنك الأهلي المصري,29/04/2026,0.8891,RA-2026-0125,30/5/2026
مصطفى جمال صبري صبري,9990000000373,815,02-04-0175-0000000815,5675000,0.9785,"20%, 15%, 15%, 15%, 15%, 10%, 10%","تم السداد 1,135,000.00","تم السداد 851,250.00","تم السداد 851,250.00","تم السداد 851,250.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3688750,البنك الأهلي المصري,03/10/2025,0.9785,RA-2025-0126,27/10/2025
سامي صبري سمير منصور,9990000000150,928,02-04-0175-0000000928,2967500,0.9357,"15%, 15%, 15%, 15%, 15%, 15%, 10%","تم السداد 445,125.00","تم السداد 445,125.00","تم السداد 445,125.00","تم السداد 445,125.00","445,125.00",غير مستحقة,غير مستحقة,445125,1780500,البنك الأهلي المصري,20/07/2025,0.9357,RA-2025-0127,22/8/2025
مصطفى نبيل أمين عبدالحميد,9990000000339,830,02-04-0175-0000000830,3972500,0.8601,"15%, 15%, 15%, 15%, 15%, 15%, 10%","تم السداد 595,875.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,595875,البنك الأهلي المصري,17/07/2026,0.8601,RA-2026-0128,2/8/2026
مايكل رجب فؤاد شحاتة,9990000000433,949,02-04-0175-0000000949,3350000,0.9408,"20%, 15%, 15%, 15%, 15%, 10%, 10%","تم السداد 670,000.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,670000,البنك الأهلي المصري,28/04/2026,0.9408,RA-2026-0129,12/5/2026
جورج خالد علي العطار,9990000000276,748,02-04-0175-0000000748,4287500,0.9346,"10%, 15%, 15%, 20%, 15%, 15%, 10%","تم السداد 428,750.00","تم السداد 643,125.00","تم السداد 643,125.00","تم السداد 857,500.00","تم السداد 643,125.00",غير مستحقة,غير مستحقة,0,3215625,البنك الأهلي المصري,28/03/2025,0.9346,RA-2025-0130,14/4/2025
وليد حسام سليمان سالم,9990000000134,653,02-04-0175-0000000653,3825000,0.8584,"10%, 15%, 15%, 20%, 15%, 15%, 10%","تم السداد 382,500.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,382500,البنك الأهلي المصري,17/11/2025,0.8584,RA-2025-0131,18/12/2025
حسام سمير عبدالله شحاتة,9990000000336,788,02-04-0175-0000000788,6187500,0.9885,"15%, 15%, 15%, 15%, 15%, 15%, 10%","تم السداد 928,125.00","تم السداد 928,125.00","تم السداد 928,125.00","تم السداد 928,125.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3712500,البنك الأهلي المصري,06/05/2025,0.9885,RA-2025-0132,22/5/2025
مروان مصطفى ناجي المصري,9990000000329,795,02-04-0175-0000000795,3287500,0.8713,"15%, 10%, 15%, 20%, 15%, 15%, 10%","تم السداد 493,125.00","تم السداد 328,750.00","تم السداد 493,125.00","تم السداد 657,500.00",غير مستحقة,غير مستحقة,غير مستحقة,0,1972500,البنك الأهلي المصري,24/06/2025,0.8713,RA-2025-0133,14/7/2025
مينا أمين حسام مبارك,9990000000218,713,02-04-0175-0000000713,3772500,0.9604,"15%, 10%, 15%, 20%, 15%, 15%, 10%","تم السداد 565,875.00","تم السداد 377,250.00","565,875.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,565875,943125,البنك الأهلي المصري,08/12/2025,0.9604,RA-2025-0134,9/1/2026
إبراهيم فتحي حسن العطار,9990000000431,699,02-04-0175-0000000699,3232500,0.8855,"15%, 10%, 15%, 20%, 15%, 15%, 10%","تم السداد 484,875.00","تم السداد 323,250.00","تم السداد 484,875.00","تم السداد 646,500.00","484,875.00",غير مستحقة,غير مستحقة,484875,1939500,البنك الأهلي المصري,05/03/2025,0.8855,RA-2025-0135,27/3/2025
كريم كمال نبيل عبدالرازق,9990000000136,859,02-04-0175-0000000859,3617500,0.8917,"15%, 15%, 15%, 15%, 15%, 15%, 10%","تم السداد 542,625.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,542625,البنك الأهلي المصري,26/05/2026,0.8917,RA-2026-0136,2/7/2026
عادل يوسف أحمد عبدالهادي,9990000000184,758,02-04-0175-0000000758,4812500,0.8706,"15%, 10%, 15%, 20%, 15%, 15%, 10%","تم السداد 721,875.00","تم السداد 481,250.00","تم السداد 721,875.00","تم السداد 962,500.00",غير مستحقة,غير مستحقة,غير مستحقة,0,2887500,البنك الأهلي المصري,08/02/2025,0.8706,RA-2025-0137,3/3/2025
عبدالله مجدي عبدالرحمن سالم,9990000000328,706,02-04-0175-0000000706,4782500,0.8989,"20%, 15%, 15%, 15%, 15%, 10%, 10%","تم السداد 956,500.00","تم السداد 717,375.00","تم السداد 717,375.00","تم السداد 717,375.00","تم السداد 717,375.00","تم السداد 478,250.00","478,250.00",478250,4304250,البنك الأهلي المصري,24/02/2025,0.8989,RA-2025-0138,30/3/2025
علي خالد حسين يونس,9990000000031,920,02-04-0175-0000000920,5657500,0.9713,"15%, 10%, 15%, 20%, 15%, 15%, 10%","تم السداد 848,625.00","565,750.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,565750,848625,البنك الأهلي المصري,08/01/2026,0.9713,RA-2026-0139,5/2/2026
مريم فتحي نبيل مراد,9990000000338,852,02-04-0175-0000000852,3642500,0.8534,"15%, 15%, 15%, 15%, 15%, 15%, 10%","تم السداد 546,375.00","تم السداد 546,375.00","تم السداد 546,375.00","تم السداد 546,375.00","تم السداد 546,375.00",غير مستحقة,غير مستحقة,0,2731875,البنك الأهلي المصري,30/04/2025,0.8534,RA-2025-0140,15/6/2025
سلمى فاروق فتحي شاكر,9990000000265,634,02-04-0175-0000000634,4187500,0.9891,"15%, 10%, 15%, 20%, 15%, 15%, 10%","تم السداد 628,125.00","تم السداد 418,750.00","تم السداد 628,125.00","تم السداد 837,500.00",غير مستحقة,غير مستحقة,غير مستحقة,0,2512500,البنك الأهلي المصري,25/07/2025,0.9891,RA-2025-0141,7/8/2025
سامي حمدي مصطفى رفعت,9990000000370,908,02-04-0175-0000000908,3137500,0.9492,"15%, 10%, 15%, 20%, 15%, 15%, 10%","تم السداد 470,625.00","تم السداد 313,750.00","تم السداد 470,625.00","تم السداد 627,500.00","تم السداد 470,625.00",غير مستحقة,غير مستحقة,0,2353125,البنك الأهلي المصري,28/01/2025,0.9492,RA-2025-0142,21/2/2025
نبيل شوقي حسام الرفاعي,9990000000092,536,02-04-0175-0000000536,3442500,0.8704,"20%, 15%, 15%, 15%, 15%, 10%, 10%","تم السداد 688,500.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,688500,البنك الأهلي المصري,19/12/2025,0.8704,RA-2025-0143,29/1/2026
محمود حسن شوقي المرسي,9990000000079,725,02-04-0175-0000000725,5950000,0.9267,"20%, 15%, 15%, 15%, 15%, 10%, 10%","تم السداد 1,190,000.00","892,500.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,892500,1190000,البنك الأهلي المصري,05/04/2026,0.9267,RA-2026-0144,6/5/2026
حسن سليمان مراد فهمي,9990000000390,940,02-04-0175-0000000940,4575000,0.9501,"15%, 10%, 15%, 20%, 15%, 15%, 10%","تم السداد 686,250.00","تم السداد 457,500.00","686,250.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,686250,1143750,البنك الأهلي المصري,29/12/2025,0.9501,RA-2025-0145,3/2/2026
وليد فتحي رجب رزق,9990000000317,615,02-04-0175-0000000615,4182500,0.9174,"15%, 15%, 15%, 15%, 15%, 15%, 10%","تم السداد 627,375.00","تم السداد 627,375.00","627,375.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,627375,1254750,البنك الأهلي المصري,04/11/2025,0.9174,RA-2025-0146,19/11/2025
