اسم العميل,رقم الهوية,رقم الوحدة,كود الوحدة,سعر الوحدة,نسبة الانجاز من الاستشاري الهندسي,جدول الدفعات,الدفعة 1,الدفعة 2,الدفعة3,الدفعة 4,الدفعة 5,الدفعة 6,الدفعة 7,مجموع الدفعات المستحقة,مجموع الدفعات المدفوعة,البنك,تاريخ عقد البيع,POC,رقم عقد البيع,Date
حازم سعيد فؤاد شاكر,3067113142,P-178,LF6-B04-P-178,4363000,0.0817,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 872,600.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,872600,كاش,17/12/2025,0.0817,LF60078,20-Nov-25
بيشوي سليمان شوقي الطنطاوي,3993603347,P-179,LF6-B04-P-179,4822000,0.0579,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 964,400.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,964400,كاش,05/01/2026,0.0579,LF60079,29-Dec-25
خالد عبدالله سليمان منصور,2611793194,P-180,LF6-B05-P-180,5276000,0.0905,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,055,200.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1055200,كاش,18/12/2025,0.0905,LF60080,1-Nov-25
عبدالرحمن حمدي عادل علي,9174318263,P-181,LF6-B05-P-181,5402000,0.0775,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,080,400.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1080400,كاش,30/12/2025,0.0775,LF60081,6-Jan-26
إسلام عبدالله علي محمود,4972902567,P-182,LF6-B05-P-182,4567000,0.064,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 913,400.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,913400,بنك القاهرة,29/11/2025,0.064,LF60082,1-Dec-25
آية جمال سليمان صلاح,2344195560,P-183,LF6-B05-P-183,5290000,0.0748,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,058,000.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1058000,كاش,12/12/2025,0.0748,LF60083,4-Jan-26
أميرة جابر عادل محمود,4766625311,P-184,LF6-B05-P-184,5316000,0.0732,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,063,200.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1063200,كاش,23/12/2025,0.0732,LF60084,10-Dec-25
حسين مختار جمال عبدالمجيد,1059574088,P-185,LF6-B05-P-185,5491000,0.082,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,098,200.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1098200,كاش,13/12/2025,0.082,LF60085,3-Jan-26
عمر فؤاد عادل السعدني,6013775355,P-186,LF6-B05-P-186,5873000,0.0836,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,174,600.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1174600,كريدي أجريكول مصر,16/01/2026,0.0836,LF60086,27-Dec-25
حنان فتحي عاطف عبدالسلام,7245035682,P-187,LF6-B05-P-187,5661000,0.0585,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,132,200.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1132200,بنك مصر,01/01/2026,0.0585,LF60087,28-Dec-25
كريم عصام فاروق جابر,2743955643,P-188,LF6-B05-P-188,4664000,0.0849,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 932,800.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,932800,كريدي أجريكول مصر,28/12/2025,0.0849,LF60088,5-Dec-25
أشرف إسماعيل رجب حسن,1468187440,P-189,LF6-B05-P-189,5252000,0.0824,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,050,400.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1050400,كريدي أجريكول مصر,08/12/2025,0.0824,LF60089,4-Jan-26
أحمد سمير فتحي عبدالعال,8239707402,P-190,LF6-B05-P-190,4517000,0.0897,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 903,400.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,903400,كريدي أجريكول مصر,06/12/2025,0.0897,LF60090,17-Jan-26
طارق رمضان صبري عبدالمجيد,5648893247,P-191,LF6-B05-P-191,4936000,0.0756,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 987,200.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,987200,كريدي أجريكول مصر,10/01/2026,0.0756,LF60091,13-Jan-26
تامر إسماعيل صلاح رمضان,5949254217,P-192,LF6-B05-P-192,4605000,0.0648,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 921,000.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,921000,كريدي أجريكول مصر,05/01/2026,0.0648,LF60092,9-Jan-26
حازم رمضان يوسف الطنطاوي,1719072333,P-193,LF6-B05-P-193,4920000,0.072,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 984,000.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,984000,كاش,07/12/2025,0.072,LF60093,4-Dec-25
كريم فؤاد جابر حجازي,2707498604,P-194,LF6-B05-P-194,6098000,0.0584,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,219,600.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1219600,بنك القاهرة,17/01/2026,0.0584,LF60094,13-Jan-26
إبراهيم سيد فاروق إبراهيم,3668401785,P-195,LF6-B05-P-195,4883000,0.0801,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 976,600.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,976600,كاش,24/01/2026,0.0801,LF60095,15-Jan-26
وليد محمود سيد عبدالعال,3685115366,P-196,LF6-B05-P-196,6096000,0.0685,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,219,200.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1219200,كريدي أجريكول مصر,01/02/2026,0.0685,LF60096,28-Jan-26
عادل محمود حسن البدري,2728257061,P-197,LF6-B05-P-197,4913000,0.0615,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 982,600.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,982600,كاش,24/02/2026,0.0615,LF60097,10-Feb-26
طارق مصطفى سمير عبدالعال,3152814098,P-198,LF6-B05-P-198,4628000,0.0639,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 925,600.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,925600,كاش,11/02/2026,0.0639,LF60098,29-Jan-26
ماهر مصطفى يوسف النحاس,9598328781,P-199,LF6-B05-P-199,4985000,0.0751,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 997,000.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,997000,كاش,11/01/2026,0.0751,LF60099,23-Jan-26
شادي سمير رمضان حجازي,1558556213,P-200,LF6-B06-P-200,4925000,0.0616,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 985,000.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,985000,كاش,08/02/2026,0.0616,LF60100,5-Feb-26
باسم كمال صبري منصور,2116665003,P-201,LF6-B06-P-201,4711000,0.0799,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 942,200.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,942200,كريدي أجريكول مصر,07/01/2026,0.0799,LF60101,15-Jan-26
علاء رمضان خالد مصطفى,7610253564,P-202,LF6-B06-P-202,4910000,0.0588,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 982,000.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,982000,كريدي أجريكول مصر,25/02/2026,0.0588,LF60102,16-Feb-26
عبدالرحمن مختار علي الرفاعي,5410838217,P-203,LF6-B06-P-203,4883000,0.078,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 976,600.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,976600,بنك القاهرة,22/01/2026,0.078,LF60103,27-Jan-26
يوسف فتحي محمود صلاح,1749140583,P-204,LF6-B06-P-204,4504000,0.082,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 900,800.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,900800,كريدي أجريكول مصر,23/02/2026,0.082,LF60104,10-Feb-26
مينا عبدالله سمير علي,6815138264,P-205,LF6-B06-P-205,6190000,0.0741,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,238,000.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1238000,بنك القاهرة,13/01/2026,0.0741,LF60105,15-Jan-26
مي نبيل رمضان الزيني,3464216416,P-206,LF6-B06-P-206,4800000,0.0725,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 960,000.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,960000,كاش,20/01/2026,0.0725,LF60106,11-Feb-26
هاني عبدالله إبراهيم السمان,5794483466,P-207,LF6-B06-P-207,4657000,0.0738,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 931,400.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,931400,بنك القاهرة,27/01/2026,0.0738,LF60107,24-Jan-26
سامح سمير صلاح المصري,6479617885,P-208,LF6-B06-P-208,7207000,0.0571,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,441,400.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1441400,بنك مصر,09/02/2026,0.0571,LF60108,24-Jan-26
محمد رمضان فؤاد منصور,8610438561,P-209,LF6-B06-P-209,6017000,0.0762,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,203,400.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1203400,البنك التجاري الدولي CIB,02/03/2026,0.0762,LF60109,5-Mar-26
فادي عبدالرحمن صبحي منصور,7134538689,P-210,LF6-B06-P-210,6210000,0.0729,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,242,000.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1242000,بنك مصر,01/02/2026,0.0729,LF60110,30-Jan-26
عمر سليمان شوقي عبدالعال,2059229420,P-211,LF6-B06-P-211,7075000,0.0664,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,415,000.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1415000,بنك التعمير والإسكان,21/02/2026,0.0664,LF60111,13-Feb-26
أميرة فؤاد سمير فوزي,7787257436,P-212,LF6-B06-P-212,4366000,0.0827,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 873,200.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,873200,EGBANK - البنك المصري الخليجي,12/02/2026,0.0827,LF60112,19-Mar-26
مروان سعيد رشاد المنشاوي,7753864373,P-213,LF6-B06-P-213,4740000,0.0776,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 948,000.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,948000,كاش,15/03/2026,0.0776,LF60113,19-Feb-26
شادي يوسف صلاح عبداللطيف,5700584886,P-214,LF6-B06-P-214,4063000,0.0815,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 812,600.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,812600,بنك مصر,17/03/2026,0.0815,LF60114,5-Mar-26
نادر علي نبيل عبداللطيف,7578572932,P-215,LF6-B06-P-215,4572000,0.0795,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 914,400.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,914400,QNB مصر,21/03/2026,0.0795,LF60115,13-Feb-26
ريم نبيل فؤاد السمان,4301991345,P-216,LF6-B06-P-216,5069000,0.0799,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,013,800.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1013800,البنك التجاري الدولي CIB,06/03/2026,0.0799,LF60116,10-Mar-26
وليد إسماعيل عاطف عبدالفتاح,9075644317,P-217,LF6-B06-P-217,5101000,0.0618,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,020,200.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1020200,بنك القاهرة,05/04/2026,0.0618,LF60117,11-Feb-26
كريم لطفي رشاد عبدالسلام,1286959983,P-218,LF6-B06-P-218,6143000,0.0773,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,228,600.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1228600,بنك مصر,23/03/2026,0.0773,LF60118,28-Mar-26
وائل نبيل سعيد السعدني,7844912651,P-219,LF6-B06-P-219,4783000,0.0887,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 956,600.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,956600,كاش,26/02/2026,0.0887,LF60119,4-Mar-26
حسام محمود نبيل فهمي,2426155622,P-220,LF6-B07-P-220,5913000,0.0594,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,182,600.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1182600,البنك التجاري الدولي CIB,21/04/2026,0.0594,LF60120,25-Feb-26
رامي عادل محمود عبدالحليم,7336510223,P-221,LF6-B07-P-221,4173000,0.0862,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 834,600.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,834600,كريدي أجريكول مصر,18/03/2026,0.0862,LF60121,14-Apr-26
علي فتحي فؤاد محمود,2883411638,P-222,LF6-B07-P-222,4577000,0.0578,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 915,400.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,915400,بنك مصر,14/04/2026,0.0578,LF60122,17-Apr-26
حسين إبراهيم يوسف خليل,8514344163,P-223,LF6-B07-P-223,4480000,0.0891,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 896,000.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,896000,QNB مصر,23/03/2026,0.0891,LF60123,17-Apr-26
محمود علي صبحي بدوي,1387306953,P-224,LF6-B07-P-224,4340000,0.0692,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 868,000.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,868000,البنك التجاري الدولي CIB,18/04/2026,0.0692,LF60124,20-Apr-26
يوسف رمضان فتحي الجندي,5770790398,P-225,LF6-B07-P-225,4550000,0.0803,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 910,000.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,910000,بنك مصر,23/03/2026,0.0803,LF60125,24-Mar-26
عمر صلاح خالد بدوي,8328783189,P-226,LF6-B07-P-226,5595000,0.0797,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,119,000.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1119000,بنك مصر,30/03/2026,0.0797,LF60126,1-Apr-26
عمرو رشاد عاطف البحيري,8333874232,P-227,LF6-B07-P-227,4338000,0.0743,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 867,600.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,867600,بنك مصر,11/05/2026,0.0743,LF60127,23-Apr-26
مصطفى سعيد محمد المصري,5404535809,P-228,LF6-B07-P-228,4260000,0.0761,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 852,000.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,852000,البنك التجاري الدولي CIB,12/05/2026,0.0761,LF60128,10-Apr-26
آية فتحي يوسف الإسكندراني,3897005393,P-229,LF6-B07-P-229,4526000,0.0672,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 905,200.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,905200,بنك مصر,03/04/2026,0.0672,LF60129,30-Apr-26
بيشوي علي عبدالله سالم,5475236253,P-230,LF6-B07-P-230,4380000,0.0818,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 876,000.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,876000,QNB مصر,08/05/2026,0.0818,LF60130,26-Apr-26
شادي أحمد طارق السيد,1307437679,P-231,LF6-B07-P-231,6933000,0.0664,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,386,600.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1386600,البنك التجاري الدولي CIB,08/04/2026,0.0664,LF60131,10-May-26
مصطفى عبدالرحمن عادل الحداد,2147598594,P-232,LF6-B07-P-232,4185000,0.083,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 837,000.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,837000,بنك مصر,01/05/2026,0.083,LF60132,26-Apr-26
علاء شوقي فتحي الشرقاوي,1783384726,P-233,LF6-B07-P-233,3963000,0.066,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 792,600.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,792600,بنك مصر,09/04/2026,0.066,LF60133,3-May-26
حسام عصام نبيل الشربيني,3264052348,P-234,LF6-B07-P-234,5971000,0.0731,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,194,200.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1194200,كاش,29/04/2026,0.0731,LF60134,13-Apr-26
وليد يوسف رجب إبراهيم,2486804708,P-235,LF6-B07-P-235,5949000,0.0705,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,189,800.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1189800,بنك مصر,20/04/2026,0.0705,LF60135,21-Apr-26
عبير يوسف جمال شحاتة,2838606344,P-236,LF6-B07-P-236,7476000,0.0782,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,495,200.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1495200,بنك مصر,26/05/2026,0.0782,LF60136,18-Apr-26
معتز جابر كمال إبراهيم,2805134829,P-237,LF6-B07-P-237,6023000,0.0755,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,204,600.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1204600,بنك مصر,20/05/2026,0.0755,LF60137,24-Apr-26
رؤوف مجدي صلاح عبدالعال,2473951890,P-238,LF6-B07-P-238,4608000,0.077,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 921,600.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,921600,كاش,11/04/2026,0.077,LF60138,12-May-26
نادر نبيل رمضان السوهاجي,3089629362,P-239,LF6-B07-P-239,4591000,0.0717,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 918,200.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,918200,QNB مصر,04/06/2026,0.0717,LF60139,6-Jul-26
حسام نبيل حسن علي,1495763456,P-240,LF6-B08-P-240,4262000,0.0699,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 852,400.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,852400,البنك التجاري الدولي CIB,29/05/2026,0.0699,LF60140,30-Jun-26
رؤوف فتحي مصطفى أمين,2619592212,P-241,LF6-B08-P-241,4111000,0.0891,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 822,200.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,822200,QNB مصر,04/06/2026,0.0891,LF60141,2-Jul-26
عبدالله عادل يوسف السمان,1009864973,P-242,LF6-B08-P-242,6023000,0.0741,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,204,600.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1204600,EGBANK - البنك المصري الخليجي,17/06/2026,0.0741,LF60142,5-Jul-26
علاء إسماعيل مختار الدمرداش,5024307114,P-243,LF6-B08-P-243,4127000,0.086,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 825,400.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,825400,QNB مصر,04/08/2026,0.086,LF60143,25-Jul-26
وليد فتحي لطفي سليمان,6671653770,P-244,LF6-B08-P-244,4030000,0.0651,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 806,000.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,806000,بنك مصر,13/07/2026,0.0651,LF60144,7-Aug-26
معتز صبري عصام عبدالعال,4629331343,P-245,LF6-B08-P-245,6622000,0.0572,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,324,400.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1324400,بنك مصر,23/05/2025,0.0572,LF60145,30-Apr-25
محمود حسين صبحي شاكر,2659006032,P-246,LF6-B08-P-246,6301000,0.0738,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,260,200.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1260200,البنك التجاري الدولي CIB,30/06/2025,0.0738,LF60146,15-May-25
جورج عادل مختار خليل,9794282029,P-247,LF6-B08-P-247,6550000,0.082,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,310,000.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1310000,البنك التجاري الدولي CIB,04/06/2025,0.082,LF60147,16-May-25
وليد محمود سيد العشري,9346960999,P-248,LF6-B08-P-248,6466000,0.0893,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,293,200.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1293200,البنك التجاري الدولي CIB,03/07/2025,0.0893,LF60148,23-Jun-25
باسم فاروق محمد الزيات,6221082624,P-249,LF6-B08-P-249,6698000,0.0857,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,339,600.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1339600,البنك التجاري الدولي CIB,15/06/2025,0.0857,LF60149,25-Jun-25
طارق صبحي نبيل رمضان,7294235516,P-250,LF6-B08-P-250,6085000,0.0649,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,217,000.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1217000,كاش,14/08/2025,0.0649,LF60150,12-Jul-25
أيمن عبدالرحمن محمود مبارك,1481453768,P-251,LF6-B08-P-251,6745000,0.0884,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,349,000.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1349000,كاش,09/07/2025,0.0884,LF60151,5-Aug-25
زياد شوقي رمضان رزق,2378103503,P-252,LF6-B08-P-252,7462000,0,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,492,400.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1492400,كاش,14/07/2025,0,LF60152,7-Aug-25
مصطفى جابر حسن عبدالمجيد,7510008025,P-253,LF6-B08-P-253,6387000,0.0878,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,277,400.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1277400,البنك التجاري الدولي CIB,03/08/2025,0.0878,LF60153,26-Jul-25
يوسف حسين مختار عبدالحميد,8053757439,P-254,LF6-B08-P-254,8704000,0.0893,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,740,800.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1740800,البنك التجاري الدولي CIB,23/07/2025,0.0893,LF60154,1-Sep-25
هشام نبيل مصطفى حبيب,9019374701,P-255,LF6-B08-P-255,4602000,0,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 920,400.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,920400,بنك مصر,27/07/2025,0,LF60155,6-Aug-25
هشام لطفي عاطف محمود,4600589320,P-256,LF6-B08-P-256,5479000,0,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,095,800.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1095800,بنك مصر,06/08/2025,0,LF60156,2-Sep-25
