اسم العميل,رقم الهوية,رقم الوحدة,كود الوحدة,سعر الوحدة,نسبة الانجاز من الاستشاري الهندسي,جدول الدفعات,الدفعة 1,الدفعة 2,الدفعة3,الدفعة 4,الدفعة 5,الدفعة 6,الدفعة 7,مجموع الدفعات المستحقة,مجموع الدفعات المدفوعة,البنك,تاريخ عقد البيع,POC,رقم عقد البيع,Date
رامز فتحي لطفي حسن,4019967205,175,CPM-0000000075,4297000,0.6982,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 859,400.00","تم السداد 644,550.00","تم السداد 644,550.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2148500,QNB مصر,27/03/2025,0.6982,CPM0075,10-Feb-25
عادل فتحي عبدالرحمن منصور,2181993348,176,CPM-0000000076,4361000,0.6532,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 872,200.00","تم السداد 654,150.00","تم السداد 654,150.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2180500,QNB مصر,13/03/2025,0.6532,CPM0076,16-Mar-25
معتز محمود محمد الطنطاوي,6795864133,177,CPM-0000000077,4440000,0.6484,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 888,000.00","تم السداد 666,000.00","تم السداد 666,000.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2220000,بنك القاهرة,23/03/2025,0.6484,CPM0077,16-Mar-25
ماجد صبري حسن النحاس,1121607610,178,CPM-0000000078,3381000,0.6344,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 676,200.00","تم السداد 507,150.00","تم السداد 507,150.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1690500,EGBANK - البنك المصري الخليجي,23/04/2025,0.6344,CPM0078,11-Apr-25
بيشوي سمير مختار شاكر,8219382119,179,CPM-0000000079,4325000,0.6983,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 865,000.00","تم السداد 648,750.00","تم السداد 648,750.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2162500,EGBANK - البنك المصري الخليجي,23/04/2025,0.6983,CPM0079,25-Apr-25
وائل كمال جابر محمود,5050707872,180,CPM-0000000080,4498000,0.638,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 899,600.00","تم السداد 674,700.00","تم السداد 674,700.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2249000,بنك القاهرة,27/03/2025,0.638,CPM0080,4-May-25
أحمد علي عبدالرحمن عبدالرازق,3127055061,181,CPM-0000000081,4172000,0.6549,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 834,400.00","تم السداد 625,800.00","تم السداد 625,800.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2086000,بنك القاهرة,28/03/2025,0.6549,CPM0081,31-Mar-25
أحمد فتحي سليمان مصطفى,8982857478,182,CPM-0000000082,4430000,0.6181,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 886,000.00","تم السداد 664,500.00","تم السداد 664,500.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2215000,بنك الإسكندرية,18/05/2025,0.6181,CPM0082,26-Apr-25
علاء طارق صلاح صادق,2392681041,183,CPM-0000000083,4639000,0.6636,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 927,800.00","تم السداد 695,850.00","تم السداد 695,850.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2319500,البنك الأهلي المصري,18/05/2025,0.6636,CPM0083,15-Apr-25
جورج صبحي سعيد السمان,8568844118,184,CPM-0000000084,6038000,0.6937,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,207,600.00","تم السداد 905,700.00","تم السداد 905,700.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,3019000,EGBANK - البنك المصري الخليجي,26/06/2025,0.6937,CPM0084,13-Jul-25
مجدي محمد نبيل الجندي,4119118558,185,CPM-0000000085,4743000,0.653,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 948,600.00","تم السداد 711,450.00","تم السداد 711,450.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2371500,بنك القاهرة,15/06/2025,0.653,CPM0085,16-Jul-25
أيمن محمد فاروق القناوي,7040006149,186,CPM-0000000086,6881000,0.6548,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,376,200.00","تم السداد 1,376,200.00","تم السداد 1,376,200.00","تم السداد 1,032,150.00",غير مستحقة,غير مستحقة,غير مستحقة,0,5160750,البنك الأهلي المصري,18/04/2024,0.6548,CPM0086,11-Apr-24
هاني عاطف عصام السيد,5992501981,187,CPM-0000000087,4646000,0.6477,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 929,200.00","تم السداد 929,200.00","تم السداد 929,200.00","تم السداد 696,900.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3484500,البنك الأهلي المصري,06/03/2024,0.6477,CPM0087,9-Apr-24
فادي عادل حسين البدري,9676715398,188,CPM-0000000088,4741000,0.6792,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 948,200.00","تم السداد 948,200.00","تم السداد 948,200.00","تم السداد 711,150.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3555750,بنك القاهرة,26/01/2024,0.6792,CPM0088,19-Mar-24
رامز مصطفى محمد البحيري,3312933229,189,CPM-0000000089,4735000,0.6642,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 947,000.00","تم السداد 947,000.00","تم السداد 947,000.00","تم السداد 710,250.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3551250,البنك الأهلي المصري,14/02/2024,0.6642,CPM0089,4-Mar-24
باسم محمود إبراهيم المصري,7235177014,190,CPM-0000000090,5024000,0.6857,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,004,800.00","تم السداد 1,004,800.00","تم السداد 1,004,800.00","تم السداد 753,600.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3768000,بنك القاهرة,10/03/2024,0.6857,CPM0090,29-Apr-24
طارق رشاد مصطفى فوزي,9669409355,191,CPM-0000000091,4716000,0.6544,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 943,200.00","تم السداد 943,200.00","تم السداد 943,200.00","تم السداد 707,400.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3537000,EGBANK - البنك المصري الخليجي,09/03/2024,0.6544,CPM0091,10-Apr-24
وائل حمدي فتحي النحاس,2753740067,192,CPM-0000000092,4799000,0.6498,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 959,800.00","تم السداد 959,800.00","تم السداد 959,800.00","تم السداد 719,850.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3599250,البنك الأهلي المصري,02/03/2024,0.6498,CPM0092,3-Mar-24
زياد خالد حمدي السمان,5617637032,193,CPM-0000000093,4319000,0.6427,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 863,800.00","تم السداد 863,800.00","تم السداد 863,800.00","تم السداد 647,850.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3239250,بنك القاهرة,22/04/2024,0.6427,CPM0093,25-Feb-24
ماهر حسين صبري الحداد,7855792675,194,CPM-0000000094,4532000,0.6293,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 906,400.00","تم السداد 906,400.00","تم السداد 906,400.00","تم السداد 679,800.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3399000,بنك القاهرة,20/01/2024,0.6293,CPM0094,11-Feb-24
جورج عاطف مختار حجازي,1058785803,195,CPM-0000000095,4573000,0.6258,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 914,600.00","تم السداد 914,600.00","تم السداد 914,600.00","تم السداد 685,950.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3429750,البنك الأهلي المصري,04/02/2024,0.6258,CPM0095,27-Feb-24
عبدالرحمن أحمد سيد رزق,9628974828,196,CPM-0000000096,4520000,0.6493,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 904,000.00","تم السداد 904,000.00","تم السداد 904,000.00","تم السداد 678,000.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3390000,EGBANK - البنك المصري الخليجي,04/02/2024,0.6493,CPM0096,29-Feb-24
وليد فتحي عادل البدري,8383771260,197,CPM-0000000097,4770000,0.6461,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 954,000.00","تم السداد 954,000.00","تم السداد 954,000.00","تم السداد 715,500.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3577500,البنك الأهلي المصري,03/04/2024,0.6461,CPM0097,19-Mar-24
وائل شوقي علي البدري,9095426300,198,CPM-0000000098,4549000,0.6508,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 909,800.00","تم السداد 909,800.00","تم السداد 909,800.00","تم السداد 682,350.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3411750,البنك الأهلي المصري,21/03/2024,0.6508,CPM0098,12-Mar-24
هشام حسن حمدي عوض,9903706514,199,CPM-0000000099,4665000,0.5972,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 933,000.00","تم السداد 933,000.00","تم السداد 933,000.00","تم السداد 699,750.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3498750,بنك القاهرة,01/03/2024,0.5972,CPM0099,16-Mar-24
أشرف سعيد سيد الجمل,4147504139,200,CPM-0000000100,4967000,0.6937,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 993,400.00","تم السداد 993,400.00","تم السداد 993,400.00","تم السداد 745,050.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3725250,بنك القاهرة,04/02/2024,0.6937,CPM0100,24-Feb-24
كريم جمال فؤاد لطفي,2486543478,201,CPM-0000000101,4811000,0.6851,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 962,200.00","تم السداد 962,200.00","تم السداد 962,200.00","تم السداد 721,650.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3608250,البنك الأهلي المصري,06/03/2024,0.6851,CPM0101,24-Mar-24
مينا سمير يوسف المنشاوي,3786738023,202,CPM-0000000102,4890000,0.6958,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 978,000.00","تم السداد 978,000.00","تم السداد 978,000.00","تم السداد 733,500.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3667500,البنك الأهلي المصري,13/02/2024,0.6958,CPM0102,22-Mar-24
مصطفى حمدي جمال مبارك,6355345702,203,CPM-0000000103,5079000,0.7007,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,015,800.00","تم السداد 1,015,800.00","تم السداد 1,015,800.00","تم السداد 761,850.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3809250,بنك القاهرة,24/02/2024,0.7007,CPM0103,28-Mar-24
عبدالرحمن جابر إسماعيل عبدالمجيد,3985608116,204,CPM-0000000104,4637000,0.6868,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 927,400.00","تم السداد 927,400.00","تم السداد 927,400.00","تم السداد 695,550.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3477750,بنك القاهرة,09/03/2024,0.6868,CPM0104,19-Mar-24
باسم مجدي يوسف فهمي,7751227597,205,CPM-0000000105,5166000,0.6787,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,033,200.00","تم السداد 1,033,200.00","تم السداد 1,033,200.00","تم السداد 774,900.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3874500,بنك القاهرة,02/03/2024,0.6787,CPM0105,14-Mar-24
أدهم جابر عاطف الإسكندراني,2432412816,206,CPM-0000000106,5036000,0.6819,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,007,200.00","تم السداد 1,007,200.00","تم السداد 1,007,200.00","تم السداد 755,400.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3777000,البنك الأهلي المصري,16/05/2024,0.6819,CPM0106,19-Apr-24
علاء صبحي مختار الطنطاوي,3658779965,207,CPM-0000000107,4768000,0.6496,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 953,600.00","تم السداد 953,600.00","تم السداد 953,600.00","تم السداد 715,200.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3576000,EGBANK - البنك المصري الخليجي,25/11/2024,0.6496,CPM0107,18-Mar-24
عمرو فتحي يوسف الدمرداش,5048063823,208,CPM-0000000108,4843000,0.6649,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 968,600.00","تم السداد 968,600.00","تم السداد 968,600.00","تم السداد 726,450.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3632250,بنك القاهرة,15/03/2024,0.6649,CPM0108,17-Feb-24
أدهم فاروق إبراهيم المنشاوي,8663073097,209,CPM-0000000109,4585000,0.6322,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 917,000.00","تم السداد 917,000.00","تم السداد 917,000.00","تم السداد 687,750.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3438750,EGBANK - البنك المصري الخليجي,15/02/2024,0.6322,CPM0109,8-Apr-24
خالد إبراهيم سعيد الزيات,6283270389,210,CPM-0000000110,4811000,0.6633,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 962,200.00","تم السداد 962,200.00","تم السداد 962,200.00","تم السداد 721,650.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3608250,البنك الأهلي المصري,01/04/2024,0.6633,CPM0110,23-Feb-24
يوسف صبحي محمد الجمل,8089742954,211,CPM-0000000111,4721000,0.6497,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 944,200.00","تم السداد 944,200.00","تم السداد 944,200.00","تم السداد 708,150.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3540750,البنك الأهلي المصري,28/03/2024,0.6497,CPM0111,25-Mar-24
حازم يوسف كمال الزيات,6653559672,212,CPM-0000000112,4258000,0.6412,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 851,600.00","تم السداد 851,600.00","تم السداد 851,600.00","تم السداد 638,700.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3193500,EGBANK - البنك المصري الخليجي,27/03/2024,0.6412,CPM0112,20-May-24
باسم نبيل فتحي الشرقاوي,5804490255,213,CPM-0000000113,4112000,0.6528,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 822,400.00","تم السداد 822,400.00","تم السداد 822,400.00","تم السداد 616,800.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3084000,بنك القاهرة,17/03/2024,0.6528,CPM0113,22-Apr-24
عمر فتحي مجدي حجازي,7685223537,214,CPM-0000000114,4561000,0.6575,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 912,200.00","تم السداد 912,200.00","تم السداد 912,200.00","تم السداد 684,150.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3420750,البنك الأهلي المصري,07/03/2024,0.6575,CPM0114,3-Feb-24
باسم فتحي سيد داود,6069176629,215,CPM-0000000115,4279000,0.6908,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 855,800.00","تم السداد 855,800.00","تم السداد 855,800.00","تم السداد 641,850.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3209250,بنك القاهرة,17/02/2024,0.6908,CPM0115,1-Mar-24
نادر سعيد عادل فهمي,6868400678,216,CPM-0000000116,4404000,0.6201,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 880,800.00","تم السداد 880,800.00","تم السداد 880,800.00","تم السداد 660,600.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3303000,بنك القاهرة,31/01/2024,0.6201,CPM0116,5-Mar-24
نادر سليمان صلاح الشرقاوي,1446834787,217,CPM-0000000117,4668000,0.6349,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 933,600.00","تم السداد 933,600.00","تم السداد 933,600.00","تم السداد 700,200.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3501000,البنك الأهلي المصري,29/02/2024,0.6349,CPM0117,17-Feb-24
وائل جمال إسماعيل الحداد,3368752538,218,CPM-0000000118,4640000,0.6275,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 928,000.00","تم السداد 928,000.00","تم السداد 928,000.00","تم السداد 696,000.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3480000,البنك الأهلي المصري,21/02/2024,0.6275,CPM0118,2-Apr-24
تامر مختار علي الزيني,6109534883,219,CPM-0000000119,4186000,0.6531,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 837,200.00","تم السداد 837,200.00","تم السداد 837,200.00","تم السداد 627,900.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3139500,EGBANK - البنك المصري الخليجي,02/02/2024,0.6531,CPM0119,7-Mar-24
ماهر كمال عبدالله العشري,9973526668,220,CPM-0000000120,4592000,0.6629,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 918,400.00","تم السداد 918,400.00","تم السداد 918,400.00","تم السداد 688,800.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3444000,بنك القاهرة,26/02/2024,0.6629,CPM0120,25-Feb-24
علاء فتحي عادل خليل,9408323891,221,CPM-0000000121,4449000,0.6582,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 889,800.00","تم السداد 889,800.00","تم السداد 889,800.00","تم السداد 667,350.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3336750,بنك القاهرة,03/04/2024,0.6582,CPM0121,2-Mar-24
أحمد حسين حمدي الوكيل,4408838520,222,CPM-0000000122,4228000,0.6947,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 845,600.00","تم السداد 845,600.00","تم السداد 845,600.00","تم السداد 634,200.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3171000,البنك الأهلي المصري,18/02/2024,0.6947,CPM0122,27-Feb-24
وائل حسين سعيد رمضان,4143026492,223,CPM-0000000123,4806000,0.6862,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 961,200.00","تم السداد 961,200.00","تم السداد 961,200.00","تم السداد 720,900.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3604500,بنك القاهرة,17/02/2024,0.6862,CPM0123,26-Mar-24
سامي يوسف عبدالرحمن عبدالحميد,3285118753,224,CPM-0000000124,4367000,0.631,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 873,400.00","تم السداد 873,400.00","تم السداد 873,400.00","تم السداد 655,050.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3275250,EGBANK - البنك المصري الخليجي,15/04/2024,0.631,CPM0124,8-Apr-24
ماجد محمود فتحي حسين,9689967082,225,CPM-0000000125,4536000,0.6311,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 907,200.00","تم السداد 907,200.00","تم السداد 907,200.00","تم السداد 680,400.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3402000,بنك القاهرة,24/04/2024,0.6311,CPM0125,1-May-24
إبراهيم رجب عاطف الرفاعي,2291991168,226,CPM-0000000126,4497000,0.6915,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 899,400.00","تم السداد 899,400.00","تم السداد 899,400.00","تم السداد 674,550.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3372750,البنك الأهلي المصري,15/03/2024,0.6915,CPM0126,2-Mar-24
حسام شوقي سيد الدمرداش,6088219384,227,CPM-0000000127,4245000,0.6362,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 849,000.00","تم السداد 849,000.00","تم السداد 849,000.00","تم السداد 636,750.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3183750,البنك الأهلي المصري,15/06/2024,0.6362,CPM0127,9-May-24
أيمن صبحي فاروق الطنطاوي,5578759746,228,CPM-0000000128,4729000,0.6895,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 945,800.00","تم السداد 945,800.00","تم السداد 945,800.00","تم السداد 709,350.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3546750,البنك الأهلي المصري,05/05/2024,0.6895,CPM0128,30-May-24
سلمى سمير صبري أمين,9442033475,229,CPM-0000000129,4877000,0.6561,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 975,400.00","تم السداد 975,400.00","تم السداد 975,400.00","تم السداد 731,550.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3657750,البنك الأهلي المصري,20/05/2024,0.6561,CPM0129,22-May-24
أدهم محمد صلاح رمضان,7202273821,230,CPM-0000000130,4583000,0.6579,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 916,600.00","تم السداد 916,600.00","تم السداد 916,600.00","تم السداد 687,450.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3437250,البنك الأهلي المصري,02/06/2024,0.6579,CPM0130,15-Jun-24
إسلام فتحي إبراهيم النجار,8381729102,231,CPM-0000000131,4802000,0.6766,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 960,400.00","تم السداد 960,400.00","تم السداد 960,400.00","تم السداد 720,300.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3601500,البنك الأهلي المصري,25/06/2024,0.6766,CPM0131,10-Jun-24
حسين كمال محمود عبدالعال,3867577008,232,CPM-0000000132,4641000,0.6649,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 928,200.00","تم السداد 928,200.00","تم السداد 928,200.00","تم السداد 696,150.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3480750,البنك الأهلي المصري,22/06/2024,0.6649,CPM0132,30-May-24
هشام رجب إسماعيل صادق,5254985929,233,CPM-0000000133,4769000,0.6397,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 953,800.00","تم السداد 953,800.00","تم السداد 953,800.00","تم السداد 715,350.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3576750,البنك الأهلي المصري,21/05/2024,0.6397,CPM0133,17-May-24
شريف عاطف سليمان عبدالحميد,7837400469,234,CPM-0000000134,4447000,0.6399,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 889,400.00","تم السداد 889,400.00","تم السداد 889,400.00","تم السداد 667,050.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3335250,البنك الأهلي المصري,07/06/2024,0.6399,CPM0134,19-Jun-24
سامي محمد عادل صلاح,5795130017,235,CPM-0000000135,4547000,0.6352,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 909,400.00","تم السداد 909,400.00","تم السداد 909,400.00","تم السداد 682,050.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3410250,EGBANK - البنك المصري الخليجي,04/06/2024,0.6352,CPM0135,14-May-24
بيشوي يوسف علي الجندي,6926809149,236,CPM-0000000136,4796000,0.6443,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 959,200.00","تم السداد 959,200.00","تم السداد 959,200.00","تم السداد 719,400.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3597000,البنك الأهلي المصري,09/06/2024,0.6443,CPM0136,5-Jun-24
حسام إسماعيل عصام منصور,2828877347,237,CPM-0000000137,4812000,0.6432,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 962,400.00","تم السداد 962,400.00","تم السداد 962,400.00","تم السداد 721,800.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3609000,البنك الأهلي المصري,12/05/2024,0.6432,CPM0137,11-May-24
علي صبحي كمال الطنطاوي,8481407192,238,CPM-0000000138,4920000,0.6477,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 984,000.00","تم السداد 984,000.00","تم السداد 984,000.00","تم السداد 738,000.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3690000,البنك الأهلي المصري,12/05/2024,0.6477,CPM0138,12-May-24
وليد شوقي فتحي الزيات,1363235693,239,CPM-0000000139,4788000,0.6557,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 957,600.00","تم السداد 957,600.00","تم السداد 957,600.00","تم السداد 718,200.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3591000,البنك الأهلي المصري,04/06/2024,0.6557,CPM0139,10-Apr-24
عبدالرحمن خالد إسماعيل السوهاجي,5369297894,240,CPM-0000000140,5180000,0.6349,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,036,000.00","تم السداد 1,036,000.00","تم السداد 1,036,000.00","تم السداد 777,000.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3885000,البنك الأهلي المصري,25/06/2024,0.6349,CPM0140,27-May-24
مروان جمال محمود شاكر,7859016670,241,CPM-0000000141,4566000,0.6594,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 913,200.00","تم السداد 913,200.00","تم السداد 913,200.00","تم السداد 684,900.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3424500,البنك الأهلي المصري,24/08/2024,0.6594,CPM0141,5-Aug-24
ماهر أحمد سعيد شاكر,8982503872,242,CPM-0000000142,5211000,0.6913,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,042,200.00","تم السداد 1,042,200.00","تم السداد 1,042,200.00","تم السداد 781,650.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3908250,بنك القاهرة,05/09/2024,0.6913,CPM0142,10-Jul-24
كريم رشاد طارق الطنطاوي,5380644011,243,CPM-0000000143,4924000,0.6306,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 984,800.00","تم السداد 984,800.00","تم السداد 984,800.00","تم السداد 738,600.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3693000,بنك القاهرة,03/09/2024,0.6306,CPM0143,27-Jun-24
مجدي فؤاد فاروق صبري,7054471824,244,CPM-0000000144,4917000,0.6711,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 983,400.00","تم السداد 983,400.00","تم السداد 983,400.00","تم السداد 737,550.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3687750,بنك القاهرة,30/07/2024,0.6711,CPM0144,4-Aug-24
عبدالله رشاد نبيل عبدالفتاح,3107759307,245,CPM-0000000145,4403000,0.6439,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 880,600.00","تم السداد 880,600.00","تم السداد 880,600.00","تم السداد 660,450.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3302250,بنك القاهرة,19/07/2024,0.6439,CPM0145,13-Jul-24
عبدالله إسماعيل حسن صلاح,4724596189,246,CPM-0000000146,5469000,0.6882,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,093,800.00","تم السداد 1,093,800.00","تم السداد 1,093,800.00","تم السداد 820,350.00",غير مستحقة,غير مستحقة,غير مستحقة,0,4101750,البنك التجاري الدولي CIB,05/10/2024,0.6882,CPM0146,29-Aug-24
سامح سعيد سمير حجازي,7145714334,247,CPM-0000000147,5593000,0.685,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,118,600.00","تم السداد 1,118,600.00","تم السداد 1,118,600.00","تم السداد 838,950.00",غير مستحقة,غير مستحقة,غير مستحقة,0,4194750,كاش,04/11/2024,0.685,CPM0147,30-Sep-24
شادي حسن نبيل خليل,4326606223,248,CPM-0000000148,5190000,0.6809,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,038,000.00","تم السداد 1,038,000.00","تم السداد 1,038,000.00","تم السداد 778,500.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3892500,البنك الأهلي المصري,10/10/2024,0.6809,CPM0148,10-Sep-24
نادر صلاح كمال الشربيني,1540691096,249,CPM-0000000149,5144000,0.6877,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,028,800.00","تم السداد 1,028,800.00","تم السداد 1,028,800.00","تم السداد 771,600.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3858000,EGBANK - البنك المصري الخليجي,05/11/2024,0.6877,CPM0149,21-Sep-24
