اسم العميل,رقم الهوية,رقم الوحدة,كود الوحدة,سعر الوحدة,نسبة الانجاز من الاستشاري الهندسي,جدول الدفعات,الدفعة 1,الدفعة 2,الدفعة3,الدفعة 4,الدفعة 5,الدفعة 6,الدفعة 7,مجموع الدفعات المستحقة,مجموع الدفعات المدفوعة,البنك,تاريخ عقد البيع,POC,رقم عقد البيع,Date
كريم عادل رجب القناوي,3094639404,257,OKC-000157,4634000,0.644,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 926,800.00","تم السداد 695,100.00","تم السداد 695,100.00","تم السداد 926,800.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3243800,EGBANK - البنك المصري الخليجي,31/03/2025,0.644,OKC0157,20-Apr-25
إسلام عاطف جابر شاكر,6191451666,258,OKC-000158,4758000,0.7402,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 951,600.00","تم السداد 713,700.00","تم السداد 713,700.00","تم السداد 951,600.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3330600,بنك القاهرة,03/04/2025,0.7402,OKC0158,6-Apr-25
أميرة رشاد عبدالله صلاح,5076816489,259,OKC-000159,6155000,0.5435,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,231,000.00","تم السداد 923,250.00","تم السداد 923,250.00","تم السداد 1,231,000.00",غير مستحقة,غير مستحقة,غير مستحقة,0,4308500,EGBANK - البنك المصري الخليجي,28/04/2025,0.5435,OKC0159,20-Apr-25
محمود فاروق نبيل خليل,7887642853,260,OKC-000160,5387000,0.6011,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,077,400.00","تم السداد 808,050.00","تم السداد 808,050.00","تم السداد 1,077,400.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3770900,كاش,05/05/2025,0.6011,OKC0160,30-Apr-25
تامر عبدالله فاروق حسين,3219643424,261,OKC-000161,5337000,0.714,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,067,400.00","تم السداد 800,550.00","تم السداد 800,550.00","تم السداد 1,067,400.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3735900,كاش,17/04/2025,0.714,OKC0161,19-Apr-25
ماجد كمال سمير الشافعي,3481313212,262,OKC-000162,6506000,0.7076,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,301,200.00","تم السداد 975,900.00","تم السداد 975,900.00","تم السداد 1,301,200.00",غير مستحقة,غير مستحقة,غير مستحقة,0,4554200,بنك القاهرة,06/04/2025,0.7076,OKC0162,12-Apr-25
إسلام إسماعيل علي حسين,4924847247,263,OKC-000163,6645000,0.6886,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,329,000.00","تم السداد 996,750.00","تم السداد 996,750.00","تم السداد 1,329,000.00",غير مستحقة,غير مستحقة,غير مستحقة,0,4651500,EGBANK - البنك المصري الخليجي,19/04/2025,0.6886,OKC0163,11-May-25
باسم حسن طارق شحاتة,1651852456,264,OKC-000164,7576000,0.6187,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,515,200.00","تم السداد 1,136,400.00","تم السداد 1,136,400.00","تم السداد 1,515,200.00",غير مستحقة,غير مستحقة,غير مستحقة,0,5303200,EGBANK - البنك المصري الخليجي,26/06/2025,0.6187,OKC0164,30-May-25
سامي إبراهيم سليمان السعدني,3580984116,265,OKC-000165,6536000,0.612,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,307,200.00","تم السداد 980,400.00","تم السداد 980,400.00","تم السداد 1,307,200.00",غير مستحقة,غير مستحقة,غير مستحقة,0,4575200,بنك القاهرة,21/05/2025,0.612,OKC0165,23-May-25
نهى رجب إبراهيم المنياوي,5967575514,266,OKC-000166,4576000,0.5889,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 915,200.00","تم السداد 686,400.00","تم السداد 686,400.00","تم السداد 915,200.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3203200,كاش,22/06/2025,0.5889,OKC0166,30-Jun-25
حازم مصطفى نبيل رمضان,4122996091,267,OKC-000167,5436000,0.606,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,087,200.00","تم السداد 815,400.00","تم السداد 815,400.00","تم السداد 1,087,200.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3805200,البنك التجاري الدولي CIB,17/06/2025,0.606,OKC0167,5-Jul-25
رؤوف صبري رمضان داود,1954350081,268,OKC-000168,4327000,0.6847,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 865,400.00","تم السداد 649,050.00","تم السداد 649,050.00","تم السداد 865,400.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3028900,بنك الإسكندرية,15/07/2025,0.6847,OKC0168,8-Jun-25
إسلام مختار سمير الجمل,8595425372,269,OKC-000169,6975000,0.6936,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,395,000.00","تم السداد 1,046,250.00","تم السداد 1,046,250.00","تم السداد 1,395,000.00",غير مستحقة,غير مستحقة,غير مستحقة,0,4882500,البنك التجاري الدولي CIB,15/07/2025,0.6936,OKC0169,31-May-25
أيمن حسن صبحي بدوي,7728126363,270,OKC-000170,6602000,0.6159,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,320,400.00","تم السداد 990,300.00","تم السداد 990,300.00","تم السداد 1,320,400.00",غير مستحقة,غير مستحقة,غير مستحقة,0,4621400,بنك القاهرة,14/06/2025,0.6159,OKC0170,17-Jul-25
مي صبحي حسن الرفاعي,2563526305,271,OKC-000171,4551000,0.7228,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 910,200.00","تم السداد 682,650.00","تم السداد 682,650.00","تم السداد 910,200.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3185700,البنك العربي الأفريقي الدولي,20/07/2025,0.7228,OKC0171,6-Jul-25
إسراء جابر عاطف صبري,3028471886,272,OKC-000172,4932000,0.7066,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 986,400.00","تم السداد 739,800.00","تم السداد 739,800.00","تم السداد 986,400.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3452400,كاش,18/07/2025,0.7066,OKC0172,7-Jul-25
إيمان رشاد حسن عبدالحميد,1671918456,273,OKC-000173,3935000,0.6835,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 787,000.00","تم السداد 590,250.00","تم السداد 590,250.00","تم السداد 787,000.00",غير مستحقة,غير مستحقة,غير مستحقة,0,2754500,بنك القاهرة,17/08/2025,0.6835,OKC0173,30-Jul-25
عمر صلاح حمدي العشري,4784408458,274,OKC-000174,7031000,0.6871,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,406,200.00","تم السداد 1,054,650.00","تم السداد 1,054,650.00","تم السداد 1,406,200.00",غير مستحقة,غير مستحقة,غير مستحقة,0,4921700,كريدي أجريكول مصر,25/07/2025,0.6871,OKC0174,3-Jul-25
معتز عبدالله علي الدمرداش,9539780596,275,OKC-000175,5175000,0.7521,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,035,000.00","تم السداد 776,250.00","تم السداد 776,250.00","تم السداد 1,035,000.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3622500,البنك التجاري الدولي CIB,02/07/2025,0.7521,OKC0175,4-Jul-25
نهال حسن جمال عوض,3526251699,276,OKC-000176,4043000,0.6085,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 808,600.00","تم السداد 606,450.00","تم السداد 606,450.00","تم السداد 808,600.00",غير مستحقة,غير مستحقة,غير مستحقة,0,2830100,بنك القاهرة,05/07/2025,0.6085,OKC0176,25-Jul-25
علاء جابر عبدالله عبدالحميد,3629487110,277,OKC-000177,4958000,0.6657,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 991,600.00","تم السداد 743,700.00","تم السداد 743,700.00","تم السداد 991,600.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3470600,البنك العربي الأفريقي الدولي,26/08/2025,0.6657,OKC0177,19-Aug-25
رامز جمال مجدي رمضان,4772409884,278,OKC-000178,4786000,0.6203,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 957,200.00","تم السداد 717,900.00","تم السداد 717,900.00","تم السداد 957,200.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3350200,البنك التجاري الدولي CIB,18/07/2025,0.6203,OKC0178,22-Jul-25
ماجد حسين صبحي السعدني,8214810946,279,OKC-000179,5419000,0.7308,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,083,800.00","تم السداد 812,850.00","تم السداد 812,850.00","تم السداد 1,083,800.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3793300,البنك التجاري الدولي CIB,15/09/2025,0.7308,OKC0179,28-Jul-25
علي مجدي طارق رزق,2548648600,280,OKC-000180,5346000,0.6701,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,069,200.00","تم السداد 801,900.00","تم السداد 801,900.00","تم السداد 1,069,200.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3742200,البنك التجاري الدولي CIB,19/09/2025,0.6701,OKC0180,17-Aug-25
آية شوقي سعيد الشافعي,9324832377,281,OKC-000181,4495000,0.6457,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 899,000.00","تم السداد 674,250.00","تم السداد 674,250.00","تم السداد 899,000.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3146500,كاش,02/08/2025,0.6457,OKC0181,10-Aug-25
حسام صبحي رجب المصري,4852681124,282,OKC-000182,7202000,0.7386,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,440,400.00","تم السداد 1,080,300.00","تم السداد 1,080,300.00","تم السداد 1,440,400.00",غير مستحقة,غير مستحقة,غير مستحقة,0,5041400,البنك التجاري الدولي CIB,01/08/2025,0.7386,OKC0182,16-Aug-25
هاني محمود عبدالله الدسوقي,1523240235,283,OKC-000183,6429000,0.5917,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,285,800.00","تم السداد 964,350.00","تم السداد 964,350.00","تم السداد 1,285,800.00",غير مستحقة,غير مستحقة,غير مستحقة,0,4500300,بنك القاهرة,14/08/2025,0.5917,OKC0183,21-Aug-25
أماني سمير جابر مبارك,2159444970,284,OKC-000184,6275000,0.6558,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,255,000.00","تم السداد 941,250.00","تم السداد 941,250.00","تم السداد 1,255,000.00",غير مستحقة,غير مستحقة,غير مستحقة,0,4392500,EGBANK - البنك المصري الخليجي,04/09/2025,0.6558,OKC0184,11-Sep-25
يوسف محمد سمير البدري,8655202744,285,OKC-000185,5271000,0.6822,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,054,200.00","تم السداد 790,650.00","تم السداد 790,650.00","تم السداد 1,054,200.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3689700,البنك التجاري الدولي CIB,27/08/2025,0.6822,OKC0185,19-Sep-25
بسمة لطفي حمدي المرسي,6275150921,286,OKC-000186,4503000,0.6549,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 900,600.00","تم السداد 675,450.00","تم السداد 675,450.00","تم السداد 900,600.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3152100,كاش,03/10/2025,0.6549,OKC0186,2-Sep-25
فرح علي إبراهيم الزيات,5148363066,287,OKC-000187,5158000,0.6978,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,031,600.00","تم السداد 773,700.00","تم السداد 773,700.00","تم السداد 1,031,600.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3610600,كاش,13/09/2025,0.6978,OKC0187,28-Sep-25
وائل مختار صلاح إبراهيم,6269609599,288,OKC-000188,5528000,0.6911,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,105,600.00","تم السداد 829,200.00","تم السداد 829,200.00","تم السداد 1,105,600.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3869600,كاش,06/10/2025,0.6911,OKC0188,22-Sep-25
شادي صبحي رمضان النحاس,7248121989,289,OKC-000189,4657000,0.7116,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 931,400.00","تم السداد 698,550.00","تم السداد 698,550.00","تم السداد 931,400.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3259900,بنك القاهرة,19/10/2025,0.7116,OKC0189,5-Oct-25
نيرمين شوقي فتحي الرفاعي,9824481801,290,OKC-000190,5535000,0.692,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,107,000.00","تم السداد 830,250.00","تم السداد 830,250.00","تم السداد 1,107,000.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3874500,كاش,03/12/2025,0.692,OKC0190,9-Dec-25
سامح مجدي حسين النجار,2113142991,291,OKC-000191,6308000,0.667,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,261,600.00","تم السداد 946,200.00","تم السداد 946,200.00","تم السداد 1,261,600.00",غير مستحقة,غير مستحقة,غير مستحقة,0,4415600,كاش,11/11/2025,0.667,OKC0191,12-Dec-25
بيشوي محمد أحمد عبدالحليم,8405423139,292,OKC-000192,4961000,0.6425,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 992,200.00","تم السداد 744,150.00","تم السداد 744,150.00","تم السداد 992,200.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3472700,كريدي أجريكول مصر,17/12/2025,0.6425,OKC0192,22-Dec-25
بيشوي محمود صلاح السوهاجي,6483962919,293,OKC-000193,5442000,0.6622,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,088,400.00","تم السداد 816,300.00","تم السداد 816,300.00","تم السداد 1,088,400.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3809400,كاش,15/01/2026,0.6622,OKC0193,6-Jan-26
هاني عبدالرحمن محمد السعدني,2715649585,294,OKC-000194,6392000,0.5934,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,278,400.00","تم السداد 958,800.00","تم السداد 958,800.00","تم السداد 1,278,400.00",غير مستحقة,غير مستحقة,غير مستحقة,0,4474400,بنك القاهرة,28/12/2025,0.5934,OKC0194,22-Dec-25
عبدالله صلاح جابر عبدالسلام,8608968469,295,OKC-000195,6670000,0.7407,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,334,000.00","تم السداد 1,000,500.00","تم السداد 1,000,500.00","تم السداد 1,334,000.00",غير مستحقة,غير مستحقة,غير مستحقة,0,4669000,كريدي أجريكول مصر,25/12/2025,0.7407,OKC0195,15-Dec-25
علاء مصطفى إسماعيل عبدالسلام,4635280580,296,OKC-000196,4992000,0.6709,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 998,400.00","تم السداد 748,800.00","تم السداد 748,800.00","تم السداد 998,400.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3494400,كريدي أجريكول مصر,14/01/2026,0.6709,OKC0196,15-Dec-25
ميرنا نبيل عبدالله محمود,4783731822,297,OKC-000197,5075000,0.701,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,015,000.00","تم السداد 761,250.00","تم السداد 761,250.00","تم السداد 1,015,000.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3552500,كاش,28/12/2025,0.701,OKC0197,26-Dec-25
ياسين علي رشاد الشافعي,7205936140,298,OKC-000198,5227000,0.6487,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,045,400.00","تم السداد 784,050.00","تم السداد 784,050.00","تم السداد 1,045,400.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3658900,كريدي أجريكول مصر,11/01/2026,0.6487,OKC0198,7-Dec-25
حسن مصطفى عبدالله القناوي,9899665463,299,OKC-000199,6212000,0.6907,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,242,400.00","تم السداد 931,800.00","تم السداد 931,800.00","تم السداد 1,242,400.00",غير مستحقة,غير مستحقة,غير مستحقة,0,4348400,كاش,05/12/2025,0.6907,OKC0199,11-Dec-25
رؤوف عادل إبراهيم الجمل,2775932972,300,OKC-000200,6498000,0.6407,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,299,600.00","تم السداد 974,700.00","تم السداد 974,700.00","تم السداد 1,299,600.00",غير مستحقة,غير مستحقة,غير مستحقة,0,4548600,كاش,18/12/2025,0.6407,OKC0200,14-Dec-25
رامي صلاح سيد الرفاعي,8365174638,301,OKC-000201,3978000,0.7431,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 795,600.00","تم السداد 596,700.00","تم السداد 596,700.00","تم السداد 795,600.00",غير مستحقة,غير مستحقة,غير مستحقة,0,2784600,كريدي أجريكول مصر,27/01/2026,0.7431,OKC0201,12-Jan-26
باسم رشاد عصام السعدني,8075480281,302,OKC-000202,5770000,0.669,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,154,000.00","تم السداد 865,500.00","تم السداد 865,500.00","تم السداد 1,154,000.00",غير مستحقة,غير مستحقة,غير مستحقة,0,4039000,بنك القاهرة,11/12/2025,0.669,OKC0202,12-Jan-26
زياد طارق حمدي عبداللطيف,9466453812,303,OKC-000203,7014000,0.5856,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,402,800.00","تم السداد 1,052,100.00","تم السداد 1,052,100.00","تم السداد 1,402,800.00",غير مستحقة,غير مستحقة,غير مستحقة,0,4909800,بنك القاهرة,18/12/2025,0.5856,OKC0203,20-Dec-25
أشرف صبري فاروق جابر,3166530817,304,OKC-000204,6608000,0.7032,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,321,600.00","تم السداد 991,200.00","تم السداد 991,200.00","تم السداد 1,321,600.00",غير مستحقة,غير مستحقة,غير مستحقة,0,4625600,بنك القاهرة,15/12/2025,0.7032,OKC0204,26-Dec-25
حازم شوقي مصطفى علي,2982347918,305,OKC-000205,5481000,0.6746,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,096,200.00","تم السداد 822,150.00","تم السداد 822,150.00","تم السداد 1,096,200.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3836700,كريدي أجريكول مصر,25/12/2025,0.6746,OKC0205,31-Jan-26
شريف جابر أحمد داود,2087500090,306,OKC-000206,5184000,0.7279,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,036,800.00","تم السداد 777,600.00","تم السداد 777,600.00","تم السداد 1,036,800.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3628800,بنك القاهرة,12/01/2026,0.7279,OKC0206,7-Jan-26
نهال عاطف فتحي الشربيني,6983097358,307,OKC-000207,6383000,0.6888,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,276,600.00","تم السداد 957,450.00","تم السداد 957,450.00","تم السداد 1,276,600.00",غير مستحقة,غير مستحقة,غير مستحقة,0,4468100,البنك التجاري الدولي CIB,30/01/2026,0.6888,OKC0207,23-Jan-26
علاء علي محمود منصور,7680749144,308,OKC-000208,5465000,0.7733,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,093,000.00","تم السداد 819,750.00","تم السداد 819,750.00","تم السداد 1,093,000.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3825500,كريدي أجريكول مصر,28/01/2026,0.7733,OKC0208,21-Jan-26
أدهم فتحي كمال الزيني,7324760029,309,OKC-000209,5646000,0.8026,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,129,200.00","تم السداد 846,900.00","تم السداد 846,900.00","تم السداد 1,129,200.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3952200,بنك القاهرة,27/01/2026,0.8026,OKC0209,14-Jan-26
هاجر فؤاد عادل البحيري,5600091815,310,OKC-000210,5384000,0.7125,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,076,800.00","تم السداد 807,600.00","تم السداد 807,600.00","تم السداد 1,076,800.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3768800,كاش,02/03/2026,0.7125,OKC0210,28-Feb-26
عمرو فاروق إبراهيم مبارك,1380773272,311,OKC-000211,6380000,0.7838,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,276,000.00","تم السداد 957,000.00","تم السداد 957,000.00","تم السداد 1,276,000.00",غير مستحقة,غير مستحقة,غير مستحقة,0,4466000,البنك التجاري الدولي CIB,25/04/2026,0.7838,OKC0211,25-Mar-26
كريم فتحي حمدي السعدني,1434845727,312,OKC-000212,5472000,0.6579,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,094,400.00","تم السداد 820,800.00","تم السداد 820,800.00","تم السداد 1,094,400.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3830400,QNB مصر,26/04/2026,0.6579,OKC0212,8-Apr-26
علاء مجدي كمال صادق,4466263541,313,OKC-000213,5218000,0.7243,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,043,600.00","تم السداد 782,700.00","تم السداد 782,700.00","تم السداد 1,043,600.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3652600,البنك التجاري الدولي CIB,10/04/2026,0.7243,OKC0213,16-Apr-26
عبدالرحمن علي جمال الشربيني,1620217861,314,OKC-000214,5420000,0.7494,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,084,000.00","تم السداد 813,000.00","تم السداد 813,000.00","تم السداد 1,084,000.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3794000,كاش,05/04/2026,0.7494,OKC0214,29-Apr-26
عبدالرحمن صبري عصام جابر,5113553596,315,OKC-000215,5266000,0.7497,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,053,200.00","تم السداد 789,900.00","تم السداد 789,900.00","تم السداد 1,053,200.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3686200,كاش,20/04/2026,0.7497,OKC0215,30-Apr-26
آية أحمد إسماعيل العشري,4570470868,316,OKC-000216,5643000,0.6528,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,128,600.00","تم السداد 846,450.00","تم السداد 846,450.00","تم السداد 1,128,600.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3950100,كاش,17/04/2026,0.6528,OKC0216,19-May-26
مروان صبري حمدي عبدالحليم,8478162861,317,OKC-000217,5642000,0.6371,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,128,400.00","تم السداد 846,300.00","تم السداد 846,300.00","تم السداد 1,128,400.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3949400,كاش,12/04/2026,0.6371,OKC0217,1-May-26
سامي حسن سمير عوض,1142238929,318,OKC-000218,5684000,0.722,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,136,800.00","تم السداد 852,600.00","تم السداد 852,600.00","تم السداد 1,136,800.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3978800,كاش,25/04/2026,0.722,OKC0218,10-May-26
حسام عاطف رشاد مراد,6777736233,319,OKC-000219,5844000,0.7299,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,168,800.00","تم السداد 876,600.00","تم السداد 876,600.00","تم السداد 1,168,800.00",غير مستحقة,غير مستحقة,غير مستحقة,0,4090800,كاش,10/04/2026,0.7299,OKC0219,27-Apr-26
حسام حسين حمدي حبيب,9077436156,320,OKC-000220,6790000,0.7765,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,358,000.00","تم السداد 1,018,500.00","تم السداد 1,018,500.00","تم السداد 1,358,000.00",غير مستحقة,غير مستحقة,غير مستحقة,0,4753000,كاش,02/05/2026,0.7765,OKC0220,28-Apr-26
رامز أحمد رمضان عبدالحميد,2452732477,321,OKC-000221,6752000,0.7216,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,350,400.00","تم السداد 1,012,800.00","تم السداد 1,012,800.00","تم السداد 1,350,400.00",غير مستحقة,غير مستحقة,غير مستحقة,0,4726400,البنك التجاري الدولي CIB,20/05/2026,0.7216,OKC0221,28-Apr-26
رؤوف طارق عاطف النحاس,6008197705,322,OKC-000222,7044000,0.6194,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,408,800.00","تم السداد 1,056,600.00","تم السداد 1,056,600.00","تم السداد 1,408,800.00",غير مستحقة,غير مستحقة,غير مستحقة,0,4930800,EGBANK - البنك المصري الخليجي,31/05/2026,0.6194,OKC0222,23-Jun-26
إسلام علي عاطف سالم,6312695516,323,OKC-000223,3968000,0.6425,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 793,600.00","تم السداد 595,200.00","تم السداد 595,200.00","تم السداد 793,600.00",غير مستحقة,غير مستحقة,غير مستحقة,0,2777600,بنك مصر,07/12/2024,0.6425,OKC0223,21-Nov-24
أشرف عبدالرحمن سمير مراد,1411534735,324,OKC-000224,4854000,0.6709,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 970,800.00","تم السداد 728,100.00","تم السداد 728,100.00","تم السداد 970,800.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3397800,بنك مصر,29/11/2024,0.6709,OKC0224,4-Dec-24
شريف جابر سعيد الحداد,7029760208,325,OKC-000225,3889000,0.6146,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 777,800.00","تم السداد 583,350.00","تم السداد 583,350.00","تم السداد 777,800.00",غير مستحقة,غير مستحقة,غير مستحقة,0,2722300,بنك مصر,13/11/2024,0.6146,OKC0225,20-Dec-24
مروان محمود كمال الدمرداش,6090775794,326,OKC-000226,4043000,0.6352,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 808,600.00","تم السداد 606,450.00","تم السداد 606,450.00","تم السداد 808,600.00",غير مستحقة,غير مستحقة,غير مستحقة,0,2830100,بنك مصر,11/12/2024,0.6352,OKC0226,23-Nov-24
زياد كمال سليمان الجندي,3313729140,327,OKC-000227,3900000,0.6211,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 780,000.00","تم السداد 585,000.00","تم السداد 585,000.00","تم السداد 780,000.00",غير مستحقة,غير مستحقة,غير مستحقة,0,2730000,بنك مصر,03/01/2025,0.6211,OKC0227,15-Dec-24
ماهر رشاد سيد شحاتة,7959058192,328,OKC-000228,4628000,0.5971,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 925,600.00","تم السداد 694,200.00","تم السداد 694,200.00","تم السداد 925,600.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3239600,بنك مصر,08/12/2024,0.5971,OKC0228,25-Dec-24
زياد مجدي صبري الشرقاوي,4752594081,329,OKC-000229,7070000,0.6492,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,414,000.00","تم السداد 1,060,500.00","تم السداد 1,060,500.00","تم السداد 1,414,000.00",غير مستحقة,غير مستحقة,غير مستحقة,0,4949000,بنك مصر,10/12/2024,0.6492,OKC0229,3-Dec-24
محمود حسين حسن العشري,7628010768,330,OKC-000230,5654000,0.8058,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,130,800.00","تم السداد 848,100.00","تم السداد 848,100.00","تم السداد 1,130,800.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3957800,بنك مصر,22/12/2024,0.8058,OKC0230,31-Dec-24
شادي رمضان شوقي السيد,9908757438,331,OKC-000231,5244000,0.6084,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,048,800.00","تم السداد 786,600.00","تم السداد 786,600.00","تم السداد 1,048,800.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3670800,بنك مصر,29/11/2024,0.6084,OKC0231,29-Nov-24
