اسم العميل,رقم الهوية,رقم الوحدة,كود الوحدة,سعر الوحدة,نسبة الانجاز من الاستشاري الهندسي,جدول الدفعات,الدفعة 1,الدفعة 2,الدفعة3,الدفعة 4,الدفعة 5,الدفعة 6,الدفعة 7,مجموع الدفعات المستحقة,مجموع الدفعات المدفوعة,البنك,تاريخ عقد البيع,POC,رقم عقد البيع,Date
تامر يوسف حمدي سالم,3206989465,226,226-villa,5857000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,171,400.00","تم السداد 1,171,400.00","تم السداد 1,171,400.00","تم السداد 878,550.00","تم السداد 878,550.00","تم السداد 292,850.00","292,850.00",292850,5564150,بنك مصر,8-Sep-21,1,DLM0126,4-Oct-21
أشرف عبدالرحمن عادل العشري,5577306960,227,227-villa,5115000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,023,000.00","تم السداد 1,023,000.00","تم السداد 1,023,000.00","تم السداد 767,250.00","تم السداد 767,250.00","تم السداد 255,750.00","255,750.00",255750,4859250,بنك مصر,18-Sep-21,1,DLM0127,2-Oct-21
حسين يوسف حسين السعدني,1725723409,228,228-villa,5461000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,092,200.00","تم السداد 1,092,200.00","تم السداد 1,092,200.00","تم السداد 819,150.00","تم السداد 819,150.00","تم السداد 273,050.00","273,050.00",273050,5187950,بنك مصر,8-Oct-21,1,DLM0128,2-Oct-21
بيشوي رمضان سليمان بدوي,6126867084,229,229-villa,4932000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 986,400.00","تم السداد 986,400.00","تم السداد 986,400.00","تم السداد 739,800.00","تم السداد 739,800.00","تم السداد 246,600.00","246,600.00",246600,4685400,بنك مصر,22-Sep-21,1,DLM0129,17-Sep-21
محمود مجدي رمضان عبدالفتاح,3636856087,230,230-villa,5299000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,059,800.00","تم السداد 1,059,800.00","تم السداد 1,059,800.00","تم السداد 794,850.00","تم السداد 794,850.00","تم السداد 264,950.00","264,950.00",264950,5034050,بنك مصر,4-Sep-21,1,DLM0130,9-Oct-21
باسم حسين فتحي صلاح,8019512764,231,231-villa,4750000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 950,000.00","تم السداد 950,000.00","تم السداد 950,000.00","تم السداد 712,500.00","تم السداد 712,500.00","تم السداد 237,500.00","237,500.00",237500,4512500,بنك مصر,13-Oct-21,1,DLM0131,16-Sep-21
عمرو رمضان نبيل لطفي,2194216438,232,232-villa,5398000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,079,600.00","تم السداد 1,079,600.00","تم السداد 1,079,600.00","تم السداد 809,700.00","تم السداد 809,700.00","تم السداد 269,900.00","269,900.00",269900,5128100,بنك مصر,27-Sep-21,1,DLM0132,9-Oct-21
ماهر فتحي أحمد الرفاعي,5120486288,233,233-villa,4887000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 977,400.00","تم السداد 977,400.00","تم السداد 977,400.00","تم السداد 733,050.00","تم السداد 733,050.00","تم السداد 244,350.00","244,350.00",244350,4642650,بنك مصر,3-Oct-21,1,DLM0133,21-Sep-21
رؤوف خالد علي إبراهيم,2692045115,234,234-villa,4604000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 920,800.00","تم السداد 920,800.00","تم السداد 920,800.00","تم السداد 690,600.00","تم السداد 690,600.00","تم السداد 230,200.00","230,200.00",230200,4373800,بنك مصر,10-Oct-21,1,DLM0134,26-Sep-21
أشرف فتحي صلاح إبراهيم,8030527938,235,235-villa,4970000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 994,000.00","تم السداد 994,000.00","تم السداد 994,000.00","تم السداد 745,500.00","تم السداد 745,500.00","تم السداد 248,500.00","248,500.00",248500,4721500,بنك القاهرة,24-Sep-21,1,DLM0135,11-Sep-21
باسم صلاح مختار السعدني,3911425390,236,236-villa,4815000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 963,000.00","تم السداد 963,000.00","تم السداد 963,000.00","تم السداد 722,250.00","تم السداد 722,250.00","تم السداد 240,750.00","240,750.00",240750,4574250,كريدي أجريكول مصر,8-Sep-21,1,DLM0136,29-Aug-21
ماجد إبراهيم سيد حسين,2590872033,237,237-villa,4481000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 896,200.00","تم السداد 896,200.00","تم السداد 896,200.00","تم السداد 672,150.00","تم السداد 672,150.00","تم السداد 224,050.00","224,050.00",224050,4256950,بنك مصر,12-Oct-21,1,DLM0137,4-Sep-21
رامز فاروق محمد البدري,9341269864,238,238-villa,4719000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 943,800.00","تم السداد 943,800.00","تم السداد 943,800.00","تم السداد 707,850.00","تم السداد 707,850.00","تم السداد 235,950.00","235,950.00",235950,4483050,بنك مصر,6-Oct-21,1,DLM0138,25-Sep-21
عادل يوسف محمد البدري,8401886133,239,239-villa,6287000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,257,400.00","تم السداد 1,257,400.00","تم السداد 1,257,400.00","تم السداد 943,050.00","تم السداد 943,050.00","تم السداد 314,350.00","314,350.00",314350,5972650,EGBANK - البنك المصري الخليجي,7-Sep-21,1,DLM0139,18-Sep-21
علاء عادل لطفي شحاتة,6509067347,240,240-villa,3440000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 688,000.00","تم السداد 688,000.00","تم السداد 688,000.00","تم السداد 516,000.00","تم السداد 516,000.00","تم السداد 172,000.00","172,000.00",172000,3268000,بنك مصر,12-Oct-21,1,DLM0140,23-Sep-21
عبدالله جمال يوسف الزيني,2367595105,241,241-villa,4418000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 883,600.00","تم السداد 883,600.00","تم السداد 883,600.00","تم السداد 662,700.00","تم السداد 662,700.00","تم السداد 220,900.00","220,900.00",220900,4197100,بنك مصر,8-Oct-21,1,DLM0141,18-Sep-21
حازم يوسف حسين شاكر,3518556998,242,242-villa,4597000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 919,400.00","تم السداد 919,400.00","تم السداد 919,400.00","تم السداد 689,550.00","تم السداد 689,550.00","تم السداد 229,850.00","229,850.00",229850,4367150,بنك مصر,13-Oct-21,1,DLM0142,8-Sep-21
عبدالله عادل حسين الزيني,5635636131,243,243-villa,3366000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 673,200.00","تم السداد 673,200.00","تم السداد 673,200.00","تم السداد 504,900.00","تم السداد 504,900.00","تم السداد 168,300.00","168,300.00",168300,3197700,البنك التجاري الدولي CIB,15-Oct-21,1,DLM0143,18-Sep-21
بيشوي لطفي سيد مراد,8529320381,244,244-villa,3554000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 710,800.00","تم السداد 710,800.00","تم السداد 710,800.00","تم السداد 533,100.00","تم السداد 533,100.00","تم السداد 177,700.00","177,700.00",177700,3376300,البنك الأهلي المصري,3-Sep-21,1,DLM0144,25-Sep-21
خالد كمال رجب الوكيل,6997560113,245,245-villa,5670000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,134,000.00","تم السداد 1,134,000.00","تم السداد 1,134,000.00","تم السداد 850,500.00","تم السداد 850,500.00","تم السداد 283,500.00","283,500.00",283500,5386500,البنك الأهلي المصري,22-Sep-21,1,DLM0145,8-Sep-21
هشام رمضان محمد البنا,5816647440,246,246-villa,4511000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 902,200.00","تم السداد 902,200.00","تم السداد 902,200.00","تم السداد 676,650.00","تم السداد 676,650.00","تم السداد 225,550.00","225,550.00",225550,4285450,بنك مصر,12-Sep-21,1,DLM0146,18-Sep-21
مروان علي سعيد الزيات,8244066626,247,247-villa,4981000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 996,200.00","تم السداد 996,200.00","تم السداد 996,200.00","تم السداد 747,150.00","تم السداد 747,150.00","تم السداد 249,050.00","249,050.00",249050,4731950,بنك مصر,16-Sep-21,1,DLM0147,2-Oct-21
إسلام عادل سمير الطنطاوي,7069695459,248,248-villa,4866000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 973,200.00","تم السداد 973,200.00","تم السداد 973,200.00","تم السداد 729,900.00","تم السداد 729,900.00","تم السداد 243,300.00","243,300.00",243300,4622700,بنك القاهرة,6-Sep-21,1,DLM0148,7-Sep-21
ماجد مصطفى رشاد صادق,8031093516,249,249-villa,4622000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 924,400.00","تم السداد 924,400.00","تم السداد 924,400.00","تم السداد 693,300.00","تم السداد 693,300.00","تم السداد 231,100.00","231,100.00",231100,4390900,البنك الأهلي المصري,6-Sep-21,1,DLM0149,3-Oct-21
علي محمد علي النجار,3097796167,250,250-villa,5665000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,133,000.00","تم السداد 1,133,000.00","تم السداد 1,133,000.00","تم السداد 849,750.00","تم السداد 849,750.00","283,250.00","283,250.00",566500,5098500,البنك الأهلي المصري,20-Sep-21,1,DLM0150,14-Oct-21
رؤوف مجدي إبراهيم الشربيني,4656676081,251,251-villa,5889000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,177,800.00","تم السداد 1,177,800.00","تم السداد 1,177,800.00","تم السداد 883,350.00","تم السداد 883,350.00","تم السداد 294,450.00","294,450.00",294450,5594550,بنك مصر,4-Oct-21,1,DLM0151,18-Sep-21
علاء نبيل مختار البدري,1925732450,252,252-villa,5021000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,004,200.00","تم السداد 1,004,200.00","تم السداد 1,004,200.00","تم السداد 753,150.00","تم السداد 753,150.00","تم السداد 251,050.00","251,050.00",251050,4769950,البنك التجاري الدولي CIB,5-Sep-21,1,DLM0152,3-Oct-21
وائل طارق خالد الزيات,4574624102,253,253-villa,6024000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,204,800.00","تم السداد 1,204,800.00","تم السداد 1,204,800.00","تم السداد 903,600.00","تم السداد 903,600.00","تم السداد 301,200.00","301,200.00",301200,5722800,بنك مصر,21-Oct-21,1,DLM0153,15-Oct-21
مينا فاروق حسين السوهاجي,7162051682,254,254-villa,4749000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 949,800.00","تم السداد 949,800.00","تم السداد 949,800.00","تم السداد 712,350.00","تم السداد 712,350.00","تم السداد 237,450.00","237,450.00",237450,4511550,بنك القاهرة,18-Sep-21,1,DLM0154,24-Sep-21
خالد مجدي حمدي حبيب,4097964783,255,255-villa,5008000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,001,600.00","تم السداد 1,001,600.00","تم السداد 1,001,600.00","تم السداد 751,200.00","تم السداد 751,200.00","تم السداد 250,400.00","250,400.00",250400,4757600,بنك القاهرة,29-Sep-21,1,DLM0155,3-Oct-21
سامح كمال سمير الجندي,1699145595,256,256-villa,5000000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,000,000.00","تم السداد 1,000,000.00","تم السداد 1,000,000.00","تم السداد 750,000.00","تم السداد 750,000.00","تم السداد 250,000.00","250,000.00",250000,4750000,البنك التجاري الدولي CIB,9-Oct-21,1,DLM0156,19-Oct-21
مجدي صبحي حمدي العشري,3748342670,257,257-villa,4635000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 927,000.00","تم السداد 927,000.00","تم السداد 927,000.00","تم السداد 695,250.00","تم السداد 695,250.00","تم السداد 231,750.00","231,750.00",231750,4403250,بنك مصر,27-Oct-21,1,DLM0157,3-Oct-21
هاني سمير عبدالرحمن العطار,1115616698,258,258-villa,5687000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,137,400.00","تم السداد 1,137,400.00","تم السداد 1,137,400.00","تم السداد 853,050.00","تم السداد 853,050.00","تم السداد 284,350.00","284,350.00",284350,5402650,بنك مصر,27-Oct-21,1,DLM0158,13-Oct-21
باسم سليمان علي الدسوقي,2064421999,259,259-villa,5409000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,081,800.00","تم السداد 1,081,800.00","تم السداد 1,081,800.00","تم السداد 811,350.00","تم السداد 811,350.00","تم السداد 270,450.00","270,450.00",270450,5138550,البنك التجاري الدولي CIB,19-Oct-21,1,DLM0159,8-Oct-21
رامي كمال عبدالرحمن عبدالحليم,3171397271,260,260-villa,4865000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 973,000.00","تم السداد 973,000.00","تم السداد 973,000.00","تم السداد 729,750.00","تم السداد 729,750.00","تم السداد 243,250.00","243,250.00",243250,4621750,بنك مصر,25-Oct-21,1,DLM0160,5-Oct-21
نيرمين خالد جابر بدوي,1523303471,261,261-villa,4966000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 993,200.00","تم السداد 993,200.00","تم السداد 993,200.00","تم السداد 744,900.00","تم السداد 744,900.00","تم السداد 248,300.00","248,300.00",248300,4717700,بنك مصر,22-Oct-21,1,DLM0161,12-Sep-21
زياد صبري مختار السيد,1416998883,262,262-villa,4954000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 990,800.00","تم السداد 990,800.00","تم السداد 990,800.00","تم السداد 743,100.00","تم السداد 743,100.00","تم السداد 247,700.00","247,700.00",247700,4706300,بنك القاهرة,20-Oct-21,1,DLM0162,24-Oct-21
أشرف سمير شوقي صلاح,5237981083,263,263-villa,4972000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 994,400.00","تم السداد 994,400.00","تم السداد 994,400.00","تم السداد 745,800.00","تم السداد 745,800.00","تم السداد 248,600.00","248,600.00",248600,4723400,البنك التجاري الدولي CIB,20-Sep-21,1,DLM0163,23-Sep-21
إسلام فتحي خالد الجمل,6859202647,264,264-villa,3354000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 670,800.00","تم السداد 670,800.00","تم السداد 670,800.00","تم السداد 503,100.00","تم السداد 503,100.00","تم السداد 167,700.00","167,700.00",167700,3186300,البنك الأهلي المصري,19-Oct-21,1,DLM0164,13-Sep-21
وائل عادل عاطف الزيات,1131978165,265,265-villa,4885000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 977,000.00","تم السداد 977,000.00","تم السداد 977,000.00","تم السداد 732,750.00","تم السداد 732,750.00","تم السداد 244,250.00","244,250.00",244250,4640750,البنك التجاري الدولي CIB,5-Oct-21,1,DLM0165,29-Sep-21
مصطفى عاطف سمير الزيات,3472882384,266,266-villa,6083000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,216,600.00","تم السداد 1,216,600.00","تم السداد 1,216,600.00","تم السداد 912,450.00","تم السداد 912,450.00","تم السداد 304,150.00","304,150.00",304150,5778850,البنك الأهلي المصري,23-Aug-21,1,DLM0166,30-Aug-21
يوسف فتحي أحمد النحاس,4147615882,267,267-villa,4873000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 974,600.00","تم السداد 974,600.00","تم السداد 974,600.00","تم السداد 730,950.00","تم السداد 730,950.00","تم السداد 243,650.00","243,650.00",243650,4629350,بنك القاهرة,21-Oct-21,1,DLM0167,5-Oct-21
أحمد عادل سمير مبارك,4977102770,268,268-villa,4835000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 967,000.00","تم السداد 967,000.00","تم السداد 967,000.00","تم السداد 725,250.00","تم السداد 725,250.00","تم السداد 241,750.00","241,750.00",241750,4593250,بنك القاهرة,18-Oct-21,1,DLM0168,18-Oct-21
هشام جمال عبدالله عبدالمجيد,2196262042,269,269-villa,4772000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 954,400.00","تم السداد 954,400.00","تم السداد 954,400.00","تم السداد 715,800.00","تم السداد 715,800.00","تم السداد 238,600.00","238,600.00",238600,4533400,بنك مصر,29-Sep-21,1,DLM0169,24-Oct-21
باسم عصام إسماعيل القناوي,2212603942,270,270-villa,4892000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 978,400.00","تم السداد 978,400.00","تم السداد 978,400.00","تم السداد 733,800.00","تم السداد 733,800.00","244,600.00","244,600.00",489200,4402800,البنك الأهلي المصري,1-Oct-21,1,DLM0170,10-Oct-21
مصطفى جابر مجدي إبراهيم,3036405184,271,271-villa,4868000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 973,600.00","تم السداد 973,600.00","تم السداد 973,600.00","تم السداد 730,200.00","تم السداد 730,200.00","تم السداد 243,400.00","243,400.00",243400,4624600,بنك القاهرة,9-Oct-21,1,DLM0171,7-Oct-21
مينا لطفي مصطفى الدمرداش,2686875734,272,272-villa,4401000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 880,200.00","تم السداد 880,200.00","تم السداد 880,200.00","تم السداد 660,150.00","تم السداد 660,150.00","تم السداد 220,050.00","220,050.00",220050,4180950,بنك الإسكندرية,24-Sep-21,1,DLM0172,29-Sep-21
أدهم فاروق سعيد السوهاجي,6953361671,273,273-villa,5052000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,010,400.00","تم السداد 1,010,400.00","تم السداد 1,010,400.00","تم السداد 757,800.00","تم السداد 757,800.00","تم السداد 252,600.00","252,600.00",252600,4799400,بنك القاهرة,26-Oct-21,1,DLM0173,12-Nov-21
سامي فتحي عصام الجندي,7790074551,274,274-villa,5427000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,085,400.00","تم السداد 1,085,400.00","تم السداد 1,085,400.00","تم السداد 814,050.00","تم السداد 814,050.00","تم السداد 271,350.00","271,350.00",271350,5155650,بنك الإسكندرية,24-Oct-21,1,DLM0174,7-Nov-21
هاني سليمان خالد حبيب,3323828044,275,275-villa,4593000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 918,600.00","تم السداد 918,600.00","تم السداد 918,600.00","تم السداد 688,950.00","تم السداد 688,950.00","تم السداد 229,650.00","229,650.00",229650,4363350,بنك مصر,28-Sep-21,1,DLM0175,2-Oct-21
كريم إسماعيل مصطفى إبراهيم,3823551820,276,276-villa,5375000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,075,000.00","تم السداد 1,075,000.00","تم السداد 1,075,000.00","تم السداد 806,250.00","تم السداد 806,250.00","تم السداد 268,750.00","268,750.00",268750,5106250,البنك التجاري الدولي CIB,2-Nov-21,1,DLM0176,4-Nov-21
عادل صبحي حسين محمود,2708348990,277,277-villa,4579000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 915,800.00","تم السداد 915,800.00","تم السداد 915,800.00","تم السداد 686,850.00","تم السداد 686,850.00","تم السداد 228,950.00","228,950.00",228950,4350050,البنك التجاري الدولي CIB,29-Oct-21,1,DLM0177,3-Nov-21
نادر حمدي رشاد المنياوي,8907526167,278,278-villa,4749000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 949,800.00","تم السداد 949,800.00","تم السداد 949,800.00","تم السداد 712,350.00","تم السداد 712,350.00","تم السداد 237,450.00","237,450.00",237450,4511550,بنك مصر,18-Nov-21,1,DLM0178,29-Oct-21
نادر طارق مجدي مصطفى,8163189816,279,279-villa,4747000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 949,400.00","تم السداد 949,400.00","تم السداد 949,400.00","تم السداد 712,050.00","تم السداد 712,050.00","تم السداد 237,350.00","237,350.00",237350,4509650,بنك مصر,6-Dec-21,1,DLM0179,25-Nov-21
كريم عادل سعيد البحيري,8129351554,280,280-villa,5126000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,025,200.00","تم السداد 1,025,200.00","تم السداد 1,025,200.00","تم السداد 768,900.00","تم السداد 768,900.00","تم السداد 256,300.00","256,300.00",256300,4869700,كريدي أجريكول مصر,7-Dec-21,1,DLM0180,5-Nov-21
كريم علي حسن الزيات,5254408438,281,281-villa,4702000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 940,400.00","تم السداد 940,400.00","تم السداد 940,400.00","تم السداد 705,300.00","تم السداد 705,300.00","تم السداد 235,100.00","235,100.00",235100,4466900,بنك مصر,25-Nov-21,1,DLM0181,16-Dec-21
ماهر حسين سعيد بدوي,3597872244,282,282-villa,4982000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 996,400.00","تم السداد 996,400.00","تم السداد 996,400.00","تم السداد 747,300.00","تم السداد 747,300.00","تم السداد 249,100.00","249,100.00",249100,4732900,البنك الأهلي المصري,18-Sep-21,1,DLM0182,3-Oct-21
علي صلاح حمدي عبدالحليم,9541053748,283,283-villa,4225000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 845,000.00","تم السداد 845,000.00","تم السداد 845,000.00","تم السداد 633,750.00","تم السداد 633,750.00","تم السداد 211,250.00","211,250.00",211250,4013750,البنك الأهلي المصري,18-Sep-21,1,DLM0183,14-Oct-21
حسن عبدالله فاروق السعدني,5791847626,284,284-villa,5157000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,031,400.00","تم السداد 1,031,400.00","تم السداد 1,031,400.00","تم السداد 773,550.00","تم السداد 773,550.00","تم السداد 257,850.00","257,850.00",257850,4899150,بنك مصر,26-Oct-21,1,DLM0184,28-Sep-21
رؤوف سيد عادل سالم,2097025022,285,285-villa,4866000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 973,200.00","تم السداد 973,200.00","تم السداد 973,200.00","تم السداد 729,900.00","تم السداد 729,900.00","تم السداد 243,300.00","243,300.00",243300,4622700,بنك القاهرة,15-Sep-21,1,DLM0185,7-Oct-21
رامي عبدالله حسين فهمي,6399289580,286,286-villa,4809000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 961,800.00","تم السداد 961,800.00","تم السداد 961,800.00","تم السداد 721,350.00","تم السداد 721,350.00","تم السداد 240,450.00","240,450.00",240450,4568550,بنك مصر,11-Oct-21,1,DLM0186,25-Sep-21
نادر شوقي عادل النحاس,5841086932,287,287-villa,5122000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,024,400.00","تم السداد 1,024,400.00","تم السداد 1,024,400.00","تم السداد 768,300.00","تم السداد 768,300.00","تم السداد 256,100.00","256,100.00",256100,4865900,بنك مصر,19-Sep-21,1,DLM0187,23-Oct-21
حازم سمير أحمد الوكيل,8434905617,288,288-villa,5001000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,000,200.00","تم السداد 1,000,200.00","تم السداد 1,000,200.00","تم السداد 750,150.00","تم السداد 750,150.00","تم السداد 250,050.00","250,050.00",250050,4750950,بنك مصر,10-Oct-21,1,DLM0188,25-Sep-21
فاطمة صبحي عاطف المنشاوي,2266975413,289,289-villa,4731000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 946,200.00","تم السداد 946,200.00","تم السداد 946,200.00","تم السداد 709,650.00","تم السداد 709,650.00","تم السداد 236,550.00","236,550.00",236550,4494450,بنك مصر,16-Oct-21,1,DLM0189,26-Oct-21
عمرو فاروق محمد حسين,6121637245,290,290-villa,4696000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 939,200.00","تم السداد 939,200.00","تم السداد 939,200.00","تم السداد 704,400.00","تم السداد 704,400.00","تم السداد 234,800.00","234,800.00",234800,4461200,بنك مصر,8-Oct-21,1,DLM0190,18-Oct-21
رؤوف رمضان مختار بدوي,2000740347,291,291-villa,4703000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 940,600.00","تم السداد 940,600.00","تم السداد 940,600.00","تم السداد 705,450.00","تم السداد 705,450.00","تم السداد 235,150.00","235,150.00",235150,4467850,البنك الأهلي المصري,15-Oct-21,1,DLM0191,22-Oct-21
منة سيد إبراهيم عبدالرازق,8050889760,292,292-villa,4870000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 974,000.00","تم السداد 974,000.00","تم السداد 974,000.00","تم السداد 730,500.00","تم السداد 730,500.00","تم السداد 243,500.00","243,500.00",243500,4626500,البنك الأهلي المصري,28-Sep-21,1,DLM0192,2-Oct-21
عادل أحمد سليمان الشافعي,3651598772,293,293-villa,4505000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 901,000.00","تم السداد 901,000.00","تم السداد 901,000.00","تم السداد 675,750.00","تم السداد 675,750.00","تم السداد 225,250.00","225,250.00",225250,4279750,البنك التجاري الدولي CIB,1-Oct-21,1,DLM0193,27-Sep-21
شادي يوسف كمال بدوي,9775807837,294,294-villa,6384000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,276,800.00","تم السداد 1,276,800.00","تم السداد 1,276,800.00","تم السداد 957,600.00","تم السداد 957,600.00","تم السداد 319,200.00","319,200.00",319200,6064800,البنك الأهلي المصري,6-Oct-21,1,DLM0194,7-Oct-21
ماجد علي جابر الشرقاوي,2932096858,295,295-villa,4911000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 982,200.00","تم السداد 982,200.00","تم السداد 982,200.00","تم السداد 736,650.00","تم السداد 736,650.00","تم السداد 245,550.00","245,550.00",245550,4665450,EGBANK - البنك المصري الخليجي,26-Oct-21,1,DLM0195,9-Oct-21
مصطفى مجدي صلاح الزيات,7146764532,296,296-villa,4566000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 913,200.00","تم السداد 913,200.00","تم السداد 913,200.00","تم السداد 684,900.00","تم السداد 684,900.00","تم السداد 228,300.00","228,300.00",228300,4337700,بنك مصر,20-Oct-21,1,DLM0196,30-Oct-21
أيمن مجدي صبري رزق,5763052033,297,297-villa,4977000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 995,400.00","تم السداد 995,400.00","تم السداد 995,400.00","تم السداد 746,550.00","تم السداد 746,550.00","تم السداد 248,850.00","248,850.00",248850,4728150,بنك مصر,14-Nov-21,1,DLM0197,6-Nov-21
مجدي أحمد حمدي المصري,6975822966,298,298-villa,6135000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,227,000.00","تم السداد 1,227,000.00","تم السداد 1,227,000.00","تم السداد 920,250.00","تم السداد 920,250.00","تم السداد 306,750.00","306,750.00",306750,5828250,البنك الأهلي المصري,23-Oct-21,1,DLM0198,26-Oct-21
جورج سيد فتحي المرسي,7081576956,299,299-villa,4944000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 988,800.00","تم السداد 988,800.00","تم السداد 988,800.00","تم السداد 741,600.00","تم السداد 741,600.00","تم السداد 247,200.00","247,200.00",247200,4696800,البنك الأهلي المصري,25-Sep-21,1,DLM0199,5-Nov-21
حسن عادل سليمان الرفاعي,9654693337,300,300-villa,4593000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 918,600.00","تم السداد 918,600.00","تم السداد 918,600.00","تم السداد 688,950.00","تم السداد 688,950.00","تم السداد 229,650.00","229,650.00",229650,4363350,البنك الأهلي المصري,27-Sep-21,1,DLM0200,2-Nov-21
علاء صلاح عبدالله النجار,8512244069,301,301-villa,6518000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,303,600.00","تم السداد 1,303,600.00","تم السداد 1,303,600.00","تم السداد 977,700.00","تم السداد 977,700.00","تم السداد 325,900.00","325,900.00",325900,6192100,بنك الإسكندرية,11-Oct-21,1,DLM0201,19-Oct-21
